pMines1,p0,p1,i,j,deg,inh,degTRUE,degFALSE,,inhTRUE,inhFALSE,,Not Given,sum
2.96E-11,9.83E-09,0.99850297,DB00439,DB00389,4.43E-14,0.99850297,0,0,,0,0,,0,0
5.18E-05,3.79E-08,0.99855214,DB00831,DB00542,7.50E-08,0.998500415,0,0,,0,0,,0,0
7.52E-07,4.58E-07,0.99849486,DB01037,DB00389,1.13E-09,0.998494109,0,0,,0,0,,0,0
1.60E-07,1.65E-05,0.9984939,DB00915,DB00455,2.41E-10,0.99849374,0,0,,0,0,,0,0
2.46E-05,5.83E-06,0.9985166,DB01224,DB00439,3.65E-08,0.998492036,0,0,,0,0,,0,0
7.01E-05,9.49E-07,0.9985593,DB01273,DB01238,1.01E-07,0.998489301,0,0,,0,0,,0,0
4.74E-07,9.22E-07,0.9984865,DB05266,DB00819,7.17E-10,0.998486027,0,0,,0,0,,0,0
3.11E-08,2.08E-06,0.99848276,DB01182,DB00350,4.72E-11,0.998482729,0,0,,0,0,,0,0
2.26E-06,1.11E-07,0.99848396,DB01380,DB00512,3.43E-09,0.998481703,0,0,,0,0,,0,0
5.93E-06,3.79E-06,0.9984823,DB01100,DB01047,9.00E-09,0.998476379,0,0,,0,0,,0,0
2.57E-09,2.54E-09,0.99847454,DB02703,DB00262,3.92E-12,0.998474537,0,0,,0,0,,0,0
9.86E-07,2.69E-07,0.99847454,DB00687,DB00394,1.50E-09,0.998473556,0,0,,0,0,,0,0
2.57E-07,1.87E-08,0.9984719,DB01184,DB00621,3.93E-10,0.998471643,0,0,,0,0,,0,0
3.60E-06,1.00E-06,0.9984699,DB01184,DB00687,5.51E-09,0.998466306,0,0,,0,0,,0,0
2.03E-05,5.58E-07,0.9984779,DB00450,DB00437,3.09E-08,0.998457631,0,0,,0,0,,0,0
2.00E-06,1.01E-06,0.99845433,DB01100,DB00377,3.09E-09,0.998452333,0,0,,0,0,,0,0
6.54E-06,2.82E-10,0.9984559,DB01032,DB00915,1.01E-08,0.99844937,0,0,,0,0,,0,0
5.15E-07,1.09E-07,0.99844885,DB00973,DB00450,7.99E-10,0.998448336,0,0,,0,0,,0,0
0.000180206,2.89E-06,0.99862695,DB01708,DB00844,2.47E-07,0.998446991,0,0,,0,0,,0,0
0.000243366,4.95E-07,0.9986859,DB02665,DB00687,3.20E-07,0.998442854,0,0,,0,0,,0,0
7.49E-08,1.36E-07,0.9984403,DB01184,DB00427,1.17E-10,0.998440225,0,0,,0,0,,0,0
4.53E-08,6.72E-09,0.9984383,DB02703,DB00996,7.07E-11,0.998438255,0,0,,0,0,,0,0
3.11E-06,3.10E-06,0.99844044,DB00862,DB00454,4.85E-09,0.998437335,0,0,,0,0,,0,0
4.54E-05,2.16E-07,0.9984825,DB02665,DB00973,6.89E-08,0.998437169,0,0,,0,0,,0,0
8.23E-07,1.00E-07,0.9984351,DB00935,DB00889,1.29E-09,0.998434278,0,0,,0,0,,0,0
6.86E-06,3.72E-07,0.9984403,DB01155,DB00961,1.07E-08,0.998433451,0,0,,0,0,,0,0
1.02E-09,2.67E-08,0.99842525,DB00523,DB00389,1.61E-12,0.998425249,0,0,,0,0,,0,0
1.83E-06,1.20E-07,0.9984267,DB06712,DB01100,2.88E-09,0.998424873,0,0,,0,0,,0,0
1.35E-06,2.90E-06,0.9984145,DB00820,DB00687,2.14E-09,0.998413152,0,0,,0,0,,0,0
1.87E-07,4.28E-07,0.99841046,DB06288,DB00550,2.97E-10,0.998410273,0,0,,0,0,,0,0
5.61E-09,4.24E-09,0.99840075,DB00966,DB00450,8.97E-12,0.998400744,0,0,,0,0,,0,0
9.99E-06,2.39E-07,0.99840933,DB00831,DB00808,1.59E-08,0.998399356,0,0,,0,0,,0,0
6.29E-07,8.78E-07,0.9983967,DB01608,DB00921,1.01E-09,0.998396072,0,0,,0,0,,0,0
6.08E-06,9.86E-08,0.9984018,DB00935,DB00381,9.72E-09,0.99839573,0,0,,0,0,,0,0
2.96E-07,2.74E-07,0.998396,DB01184,DB00180,4.75E-10,0.998395704,0,0,,0,0,,0,0
2.59E-06,1.65E-05,0.9983956,DB00292,DB00261,4.16E-09,0.998393014,0,0,,0,0,,0,0
0.000120494,5.90E-10,0.99849844,DB02665,DB00394,1.81E-07,0.998378127,0,0,,0,0,,0,0
2.40E-05,7.68E-06,0.99840194,DB01267,DB00439,3.84E-08,0.998377978,0,0,,0,0,,0,0
3.95E-05,1.03E-08,0.9984124,DB00915,DB00611,6.27E-08,0.998372963,0,0,,0,0,,0,0
6.09E-06,3.06E-06,0.99837446,DB01267,DB00966,9.90E-09,0.99836838,0,0,,0,0,,0,0
3.17E-07,5.97E-07,0.99836797,DB00934,DB00862,5.17E-10,0.998367654,0,0,,0,0,,0,0
3.29E-06,3.20E-06,0.99836046,DB01236,DB00669,5.39E-09,0.998357175,0,0,,0,0,,0,0
0.000258055,3.80E-08,0.99861336,DB01069,DB01032,3.58E-07,0.998355663,0,0,,0,0,,0,0
7.82E-06,7.81E-07,0.9983565,DB01244,DB00697,1.29E-08,0.998348693,0,0,,0,0,,0,0
2.86E-05,1.39E-07,0.9983708,DB01069,DB00808,4.66E-08,0.998342247,0,0,,0,0,,0,0
5.92E-11,6.62E-08,0.99834037,DB01184,DB00181,9.83E-14,0.99834037,0,0,,0,0,,0,0
7.36E-05,9.57E-07,0.9984092,DB00915,DB00494,1.17E-07,0.998335717,0,0,,0,0,,0,0
2.96E-08,4.28E-09,0.9983342,DB02703,DB01288,4.93E-11,0.99833417,0,0,,0,0,,0,0
1.60E-06,9.10E-07,0.9983352,DB01184,DB00806,2.66E-09,0.998333603,0,0,,0,0,,0,0
0.000228931,1.97E-06,0.9985594,DB00808,DB00413,3.30E-07,0.998330799,0,0,,0,0,,0,0
3.27E-07,2.38E-06,0.99832946,DB00862,DB00633,5.46E-10,0.998329134,0,0,,0,0,,0,0
1.99E-05,3.52E-06,0.9983485,DB00967,DB00862,3.29E-08,0.998328633,0,0,,0,0,,0,0
3.81E-07,9.89E-07,0.99832875,DB01019,DB00542,6.37E-10,0.99832837,0,0,,0,0,,0,0
1.87E-08,3.35E-08,0.99832815,DB04844,DB00542,3.13E-11,0.998328131,0,0,,0,0,,0,0
2.04E-05,7.98E-06,0.99834764,DB00819,DB00261,3.37E-08,0.998327274,0,0,,0,0,,0,0
0.000123811,3.01E-05,0.99844414,DB00862,DB00599,1.93E-07,0.998320522,0,0,,0,0,,0,0
2.41E-06,1.73E-07,0.9983217,DB01100,DB00394,4.04E-09,0.998319294,0,0,,0,0,,0,0
7.74E-06,0.000118634,0.9983254,DB01595,DB01182,1.30E-08,0.998317673,0,0,,0,0,,0,0
1.08E-09,4.89E-07,0.998315,DB01273,DB00973,1.82E-12,0.998314999,0,0,,0,0,,0,0
1.77E-08,4.50E-09,0.99831474,DB00915,DB00512,2.98E-11,0.998314722,0,0,,0,0,,0,0
8.52E-06,1.22E-06,0.99831605,DB06288,DB05266,1.43E-08,0.998307544,0,0,,0,0,,0,0
0.000763858,3.61E-07,0.99906915,DB01155,DB00623,7.11E-07,0.998306003,0,0,,0,0,,0,0
5.34E-09,1.89E-08,0.998304,DB01273,DB00381,9.06E-12,0.998303995,0,0,,0,0,,0,0
2.49E-08,6.22E-08,0.9983027,DB00381,DB00241,4.23E-11,0.998302675,0,0,,0,0,,0,0
2.29E-05,7.09E-06,0.9983216,DB00433,DB00234,3.84E-08,0.998298738,0,0,,0,0,,0,0
2.21E-06,9.70E-06,0.99829906,DB01236,DB01071,3.76E-09,0.998296854,0,0,,0,0,,0,0
0.000497793,1.45E-05,0.99878925,DB01238,DB00550,6.03E-07,0.99829206,0,0,,0,0,,0,0
2.50E-05,9.82E-06,0.9983132,DB01100,DB01005,4.22E-08,0.998288242,0,0,,0,0,,0,0
1.07E-07,3.72E-07,0.99828833,DB01452,DB00529,1.83E-10,0.998288223,0,0,,0,0,,0,0
5.63E-05,2.47E-05,0.9983432,DB01021,DB00819,9.33E-08,0.998286993,0,0,,0,0,,0,0
1.94E-05,4.13E-06,0.9983052,DB01162,DB00915,3.29E-08,0.998285833,0,0,,0,0,,0,0
3.96E-05,7.29E-07,0.99832493,DB00808,DB00623,6.63E-08,0.998285396,0,0,,0,0,,0,0
1.51E-07,3.24E-09,0.9982786,DB01069,DB00621,2.60E-10,0.998278449,0,0,,0,0,,0,0
0.000105285,7.31E-08,0.99837947,DB01184,DB00542,1.71E-07,0.998274356,0,0,,0,0,,0,0
0.000303413,6.82E-06,0.99857724,DB01030,DB00968,4.32E-07,0.998274259,0,0,,0,0,,0,0
1.85E-06,3.22E-06,0.99827516,DB01054,DB00921,3.19E-09,0.998273313,0,0,,0,0,,0,0
1.23E-05,1.48E-08,0.998285,DB02703,DB00315,2.11E-08,0.998272721,0,0,,0,0,,0,0
4.37E-09,6.66E-09,0.9982679,DB06288,DB00389,7.57E-12,0.998267896,0,0,,0,0,,0,0
1.08E-08,1.61E-07,0.99826425,DB00829,DB00389,1.87E-11,0.998264239,0,0,,0,0,,0,0
1.11E-05,0.00012368,0.9982729,DB01273,DB00363,1.92E-08,0.998261819,0,0,,0,0,,0,0
1.25E-09,1.99E-06,0.9982607,DB01019,DB00973,2.17E-12,0.998260699,0,0,,0,0,,0,0
1.93E-05,2.07E-05,0.9982741,DB00819,DB00356,3.33E-08,0.998254833,0,0,,0,0,,0,0
9.84E-06,6.75E-06,0.9982559,DB05266,DB01267,1.72E-08,0.998246077,0,0,,0,0,,0,0
4.59E-06,8.22E-06,0.99825007,DB00820,DB00470,8.03E-09,0.998245488,0,0,,0,0,,0,0
6.51E-06,5.94E-07,0.99824655,DB01236,DB00492,1.14E-08,0.998240051,0,0,,0,0,,0,0
1.03E-07,4.37E-06,0.99823964,DB01236,DB00883,1.81E-10,0.998239537,0,0,,0,0,,0,0
1.85E-07,7.94E-07,0.9982388,DB01100,DB00401,3.26E-10,0.998238615,0,0,,0,0,,0,0
1.84E-05,9.00E-05,0.99825674,DB01623,DB00492,3.21E-08,0.998238372,0,0,,0,0,,0,0
3.87E-06,8.48E-08,0.9982368,DB00831,DB00305,6.82E-09,0.998232937,0,0,,0,0,,0,0
8.53E-05,4.37E-07,0.9983103,DB00434,DB00381,1.44E-07,0.998225144,0,0,,0,0,,0,0
6.98E-06,5.82E-07,0.9982316,DB00512,DB00218,1.23E-08,0.998224632,0,0,,0,0,,0,0
4.71E-08,4.88E-10,0.99822456,DB01364,DB01032,8.36E-11,0.998224513,0,0,,0,0,,0,0
9.44E-06,4.54E-08,0.9982323,DB06288,DB00935,1.67E-08,0.998222877,0,0,,0,0,,0,0
2.87E-08,1.12E-06,0.99822,DB01184,DB00550,5.11E-11,0.998219971,0,0,,0,0,,0,0
6.65E-05,2.46E-05,0.998283,DB01002,DB00889,1.14E-07,0.998216614,0,0,,0,0,,0,0
9.99E-08,4.41E-08,0.99821305,DB00591,DB00512,1.79E-10,0.99821295,0,0,,0,0,,0,0
6.14E-05,1.00E-05,0.99827015,DB01590,DB00973,1.06E-07,0.998208856,0,0,,0,0,,0,0
3.23E-05,3.59E-10,0.99824107,DB02703,DB00555,5.68E-08,0.998208827,0,0,,0,0,,0,0
3.03E-07,6.79E-08,0.9982085,DB00528,DB00470,5.43E-10,0.998208198,0,0,,0,0,,0,0
0.000330945,1.49E-06,0.99853635,DB01240,DB00633,4.84E-07,0.998205889,0,0,,0,0,,0,0
2.65E-05,1.04E-06,0.9982291,DB01380,DB00180,4.69E-08,0.998202647,0,0,,0,0,,0,0
4.80E-07,3.41E-07,0.99819845,DB00977,DB00389,8.65E-10,0.998197971,0,0,,0,0,,0,0
2.91E-08,5.59E-10,0.9981877,DB02703,DB01296,5.27E-11,0.998187671,0,0,,0,0,,0,0
0.00016123,2.93E-05,0.99833506,DB01236,DB00968,2.68E-07,0.998174098,0,0,,0,0,,0,0
9.80E-07,9.94E-09,0.99816835,DB02703,DB00732,1.80E-09,0.998167372,0,0,,0,0,,0,0
3.41E-08,1.18E-07,0.9981658,DB00542,DB00389,6.25E-11,0.998165766,0,0,,0,0,,0,0
6.68E-07,4.52E-06,0.9981608,DB01394,DB01019,1.23E-09,0.998160133,0,0,,0,0,,0,0
0.000252101,8.62E-07,0.9984102,DB01037,DB00935,4.01E-07,0.9981585,0,0,,0,0,,0,0
8.38E-05,5.42E-05,0.9982419,DB01267,DB00180,1.47E-07,0.998158247,0,0,,0,0,,0,0
2.40E-06,7.38E-06,0.9981578,DB01273,DB00679,4.42E-09,0.998155404,0,0,,0,0,,0,0
5.31E-06,2.60E-06,0.99815947,DB01100,DB00180,9.77E-09,0.99815417,0,0,,0,0,,0,0
5.17E-08,8.24E-06,0.9981522,DB00973,DB00709,9.55E-11,0.998152148,0,0,,0,0,,0,0
4.18E-08,8.53E-06,0.9981433,DB01221,DB00935,7.76E-11,0.998143258,0,0,,0,0,,0,0
6.68E-09,1.73E-08,0.9981419,DB01394,DB00389,1.24E-11,0.998141893,0,0,,0,0,,0,0
0.000936394,9.56E-05,0.9990765,DB01590,DB00977,8.65E-07,0.998140971,0,0,,0,0,,0,0
6.15E-05,1.25E-08,0.998201,DB01069,DB00519,1.11E-07,0.998139611,0,0,,0,0,,0,0
0.000714999,7.79E-06,0.99885297,DB01590,DB01184,8.20E-07,0.998138791,0,0,,0,0,,0,0
0.00030628,2.96E-06,0.9984414,DB00434,DB00261,4.77E-07,0.998135597,0,0,,0,0,,0,0
4.20E-08,4.79E-07,0.9981324,DB00921,DB00529,7.84E-11,0.998132358,0,0,,0,0,,0,0
1.60E-06,2.57E-06,0.99812454,DB00889,DB00437,3.00E-09,0.998122943,0,0,,0,0,,0,0
3.50E-05,3.53E-07,0.99815744,DB00524,DB00423,6.45E-08,0.998122504,0,0,,0,0,,0,0
2.11E-05,8.02E-07,0.9981426,DB01367,DB00709,3.92E-08,0.998121539,0,0,,0,0,,0,0
1.41E-08,1.26E-08,0.99811894,DB01364,DB00524,2.65E-11,0.998118926,0,0,,0,0,,0,0
0.001501561,8.66E-05,0.9996196,DB01267,DB00968,5.71E-07,0.99811861,0,0,,0,0,,0,0
1.13E-08,7.47E-08,0.9981172,DB01273,DB00831,2.13E-11,0.998117189,0,0,,0,0,,0,0
1.26E-10,6.25E-09,0.99811625,DB00742,DB00389,2.37E-13,0.99811625,0,0,,0,0,,0,0
0.000368864,1.06E-05,0.9984806,DB00966,DB00391,5.60E-07,0.998112296,0,0,,0,0,,0,0
5.36E-07,1.20E-05,0.99811256,DB00820,DB00753,1.01E-09,0.998112025,0,0,,0,0,,0,0
0.000135056,2.72E-09,0.998242,DB02703,DB00255,2.37E-07,0.998107181,0,0,,0,0,,0,0
0.000121778,4.35E-07,0.9982285,DB01037,DB00413,2.16E-07,0.998106938,0,0,,0,0,,0,0
8.54E-09,1.19E-06,0.99810094,DB05266,DB00889,1.62E-11,0.998100931,0,0,,0,0,,0,0
0.000590739,6.08E-07,0.9986833,DB01240,DB00413,7.78E-07,0.998093339,0,0,,0,0,,0,0
1.16E-06,3.23E-08,0.9980934,DB04844,DB00524,2.21E-09,0.998092242,0,0,,0,0,,0,0
1.82E-08,9.00E-08,0.9980882,DB02703,DB00376,3.48E-11,0.998088182,0,0,,0,0,,0,0
1.24E-05,6.06E-05,0.99809104,DB01595,DB00819,2.37E-08,0.998078664,0,0,,0,0,,0,0
6.64E-05,4.86E-06,0.99814236,DB01551,DB01182,1.23E-07,0.998076083,0,0,,0,0,,0,0
1.59E-08,2.46E-08,0.99806863,DB05266,DB00413,3.07E-11,0.998068614,0,0,,0,0,,0,0
4.95E-05,6.16E-05,0.9981152,DB01267,DB01054,9.33E-08,0.998065793,0,0,,0,0,,0,0
1.02E-05,8.43E-06,0.9980704,DB00687,DB00261,1.97E-08,0.99806022,0,0,,0,0,,0,0
1.39E-07,1.25E-05,0.99806017,DB01236,DB00550,2.70E-10,0.998060031,0,0,,0,0,,0,0
2.09E-07,3.89E-06,0.99805343,DB00973,DB00882,4.07E-10,0.998053221,0,0,,0,0,,0,0
5.55E-07,6.17E-07,0.99805236,DB00529,DB00470,1.08E-09,0.998051806,0,0,,0,0,,0,0
0.000194941,1.53E-06,0.99823916,DB00844,DB00275,3.43E-07,0.998044562,0,0,,0,0,,0,0
0.000109176,7.32E-07,0.9981395,DB00687,DB00611,2.03E-07,0.998030527,0,0,,0,0,,0,0
2.22E-05,2.46E-05,0.9980509,DB00909,DB00808,4.33E-08,0.998028743,0,0,,0,0,,0,0
2.44E-07,1.27E-07,0.99802387,DB01452,DB00966,4.82E-10,0.998023626,0,0,,0,0,,0,0
7.17E-06,1.16E-06,0.99802727,DB00934,DB00492,1.41E-08,0.998020114,0,0,,0,0,,0,0
0.0004076,4.36E-06,0.9984257,DB01240,DB01182,6.42E-07,0.998018742,0,0,,0,0,,0,0
1.45E-07,2.23E-06,0.99801767,DB01184,DB00883,2.87E-10,0.998017525,0,0,,0,0,,0,0
6.03E-07,1.58E-05,0.99801195,DB01219,DB00819,1.20E-09,0.998011348,0,0,,0,0,,0,0
9.59E-06,3.33E-07,0.9980197,DB01240,DB00961,1.90E-08,0.998010129,0,0,,0,0,,0,0
1.34E-08,4.27E-09,0.998005,DB00512,DB00275,2.67E-11,0.998004987,0,0,,0,0,,0,0
2.22E-08,1.44E-07,0.99799985,DB01100,DB00350,4.44E-11,0.997999828,0,0,,0,0,,0,0
5.82E-05,3.16E-05,0.99805707,DB00708,DB00261,1.13E-07,0.997998983,0,0,,0,0,,0,0
2.00E-05,0.000784436,0.9980122,DB01183,DB00708,3.98E-08,0.99799224,0,0,,0,0,,0,0
3.02E-08,6.11E-07,0.9979912,DB01202,DB00889,6.07E-11,0.99799117,0,0,,0,0,,0,0
4.69E-08,9.16E-07,0.99799085,DB00687,DB00550,9.42E-11,0.997990803,0,0,,0,0,,0,0
2.98E-06,1.79E-06,0.99799085,DB01708,DB01182,5.99E-09,0.997987876,0,0,,0,0,,0,0
1.69E-10,8.47E-09,0.99798113,DB01364,DB00697,3.41E-13,0.99798113,0,0,,0,0,,0,0
7.91E-06,3.91E-07,0.9979886,DB00623,DB00305,1.59E-08,0.997980706,0,0,,0,0,,0,0
1.62E-06,1.54E-08,0.99797124,DB06288,DB00621,3.29E-09,0.997969623,0,0,,0,0,,0,0
1.86E-07,1.14E-07,0.9979693,DB05266,DB00492,3.78E-10,0.997969114,0,0,,0,0,,0,0
2.16E-06,9.67E-09,0.99797124,DB02665,DB01364,4.38E-09,0.997969084,0,0,,0,0,,0,0
2.53E-07,2.54E-07,0.9979674,DB00439,DB00394,5.14E-10,0.997967148,0,0,,0,0,,0,0
7.07E-05,1.78E-06,0.99803454,DB00542,DB00413,1.39E-07,0.997963979,0,0,,0,0,,0,0
2.56E-05,6.17E-06,0.9979876,DB00909,DB00542,5.15E-08,0.997962052,0,0,,0,0,,0,0
7.89E-09,1.71E-06,0.99796,DB01273,DB01018,1.61E-11,0.997959992,0,0,,0,0,,0,0
3.04E-09,7.63E-07,0.9979551,DB01273,DB00850,6.22E-12,0.997955097,0,0,,0,0,,0,0
9.33E-06,4.79E-06,0.99796426,DB00850,DB00819,1.90E-08,0.997954949,0,0,,0,0,,0,0
5.99E-06,4.96E-06,0.9979563,DB05266,DB00599,1.22E-08,0.997950322,0,0,,0,0,,0,0
2.90E-06,2.65E-05,0.9979518,DB00820,DB00708,5.94E-09,0.997948906,0,0,,0,0,,0,0
2.01E-07,2.10E-06,0.9979468,DB00819,DB00557,4.13E-10,0.997946599,0,0,,0,0,,0,0
3.65E-06,7.80E-08,0.9979461,DB01195,DB00802,7.50E-09,0.997942457,0,0,,0,0,,0,0
9.81E-08,2.77E-07,0.9979412,DB01184,DB00275,2.02E-10,0.997941102,0,0,,0,0,,0,0
0.000316416,1.20E-06,0.99825424,DB00967,DB00935,5.52E-07,0.997938376,0,0,,0,0,,0,0
1.48E-07,3.69E-07,0.9979321,DB01452,DB01273,3.06E-10,0.997931952,0,0,,0,0,,0,0
7.09E-08,1.60E-08,0.9979286,DB00915,DB00381,1.47E-10,0.997928529,0,0,,0,0,,0,0
0.000684915,0.000479721,0.9986039,DB01183,DB00968,9.56E-07,0.997919941,0,0,,0,0,,0,0
0.000287273,0.000124663,0.9982064,DB01590,DB01267,5.15E-07,0.997919642,0,0,,0,0,,0,0
2.42E-07,2.78E-06,0.9979195,DB01608,DB00687,5.03E-10,0.997919259,0,0,,0,0,,0,0
4.39E-09,1.69E-08,0.9979158,DB05266,DB01239,9.15E-12,0.997915796,0,0,,0,0,,0,0
3.98E-05,8.88E-07,0.99794894,DB01273,DB00494,8.16E-08,0.997909222,0,0,,0,0,,0,0
6.39E-05,3.22E-06,0.9979729,DB01452,DB00261,1.30E-07,0.99790913,0,0,,0,0,,0,0
2.39E-06,7.98E-06,0.9979042,DB00889,DB00829,5.01E-09,0.997901815,0,0,,0,0,,0,0
1.40E-07,4.58E-09,0.99789894,DB06694,DB02703,2.94E-10,0.9978988,0,0,,0,0,,0,0
1.08E-07,1.69E-07,0.99789786,DB00687,DB00557,2.27E-10,0.997897752,0,0,,0,0,,0,0
1.35E-06,3.06E-05,0.9978981,DB01608,DB01224,2.84E-09,0.997896753,0,0,,0,0,,0,0
7.85E-06,8.17E-06,0.9979037,DB00687,DB00180,1.65E-08,0.997895866,0,0,,0,0,,0,0
5.41E-05,0.000305347,0.9979437,DB01544,DB00819,1.11E-07,0.997889711,0,0,,0,0,,0,0
3.09E-09,1.03E-08,0.99788517,DB01273,DB00966,6.53E-12,0.997885167,0,0,,0,0,,0,0
3.58E-09,3.09E-09,0.9978808,DB02703,DB00630,7.59E-12,0.997880796,0,0,,0,0,,0,0
1.04E-08,1.22E-07,0.9978807,DB01273,DB00921,2.20E-11,0.99788069,0,0,,0,0,,0,0
3.69E-10,7.49E-08,0.99787676,DB01273,DB00934,7.83E-13,0.99787676,0,0,,0,0,,0,0
1.75E-05,1.73E-06,0.99789315,DB00470,DB00381,3.69E-08,0.997875687,0,0,,0,0,,0,0
1.45E-06,1.14E-06,0.99787474,DB00557,DB00492,3.08E-09,0.997873293,0,0,,0,0,,0,0
0.00031661,4.66E-05,0.9981851,DB01100,DB00816,5.75E-07,0.997869065,0,0,,0,0,,0,0
7.36E-06,6.98E-07,0.99786973,DB00547,DB00180,1.57E-08,0.997862386,0,0,,0,0,,0,0
0.000218636,0.000153288,0.9980788,DB01267,DB00977,4.20E-07,0.997860584,0,0,,0,0,,0,0
0.000104225,5.23E-06,0.99796164,DB01590,DB00394,2.12E-07,0.997857627,0,0,,0,0,,0,0
9.48E-07,1.76E-05,0.9978542,DB01054,DB00889,2.03E-09,0.997853254,0,0,,0,0,,0,0
1.84E-06,1.63E-09,0.9978531,DB02703,DB00394,3.95E-09,0.997851264,0,0,,0,0,,0,0
4.20E-05,2.39E-07,0.9978929,DB00831,DB00819,8.85E-08,0.997850988,0,0,,0,0,,0,0
1.93E-05,1.43E-07,0.9978688,DB06262,DB02703,4.11E-08,0.997849541,0,0,,0,0,,0,0
5.32E-07,1.66E-05,0.99784553,DB01563,DB00819,1.15E-09,0.997844999,0,0,,0,0,,0,0
4.71E-06,8.26E-07,0.9978483,DB00961,DB00808,1.01E-08,0.9978436,0,0,,0,0,,0,0
0.000277342,0.000105739,0.9981179,DB01590,DB01236,5.22E-07,0.99784108,0,0,,0,0,,0,0
8.30E-08,3.35E-08,0.99784076,DB00966,DB00687,1.79E-10,0.997840677,0,0,,0,0,,0,0
3.03E-06,5.80E-07,0.99784243,DB00512,DB00180,6.54E-09,0.997839407,0,0,,0,0,,0,0
2.01E-05,2.31E-06,0.9978568,DB01367,DB01019,4.31E-08,0.997836743,0,0,,0,0,,0,0
3.33E-09,4.79E-08,0.9978326,DB00389,DB00202,7.22E-12,0.997832597,0,0,,0,0,,0,0
3.43E-06,6.52E-06,0.9978333,DB00973,DB00261,7.43E-09,0.997829877,0,0,,0,0,,0,0
2.11E-06,1.87E-05,0.997829,DB01236,DB01183,4.58E-09,0.997826895,0,0,,0,0,,0,0
0.000136218,4.31E-05,0.99796164,DB01590,DB00820,2.78E-07,0.9978257,0,0,,0,0,,0,0
0.000714912,1.23E-06,0.99853647,DB01155,DB00831,1.05E-06,0.997822604,0,0,,0,0,,0,0
2.30E-11,5.30E-08,0.9978218,DB04844,DB01019,5.01E-14,0.9978218,0,0,,0,0,,0,0
0.001219969,1.40E-07,0.9990319,DB00915,DB00656,1.18E-06,0.997813112,0,0,,0,0,,0,0
4.26E-05,1.31E-05,0.9978536,DB00524,DB00341,9.14E-08,0.997811091,0,0,,0,0,,0,0
5.60E-07,4.29E-07,0.9978115,DB00934,DB00687,1.23E-09,0.997810941,0,0,,0,0,,0,0
0.000179435,4.54E-05,0.9979855,DB01590,DB00180,3.61E-07,0.997806426,0,0,,0,0,,0,0
3.25E-06,7.61E-07,0.99780494,DB01244,DB00433,7.13E-09,0.997801697,0,0,,0,0,,0,0
1.76E-10,6.38E-09,0.99779475,DB01364,DB01100,3.88E-13,0.99779475,0,0,,0,0,,0,0
0.000577229,1.52E-06,0.99837023,DB01238,DB00621,9.41E-07,0.997793942,0,0,,0,0,,0,0
8.39E-05,6.65E-06,0.997875,DB06262,DB00413,1.78E-07,0.997791278,0,0,,0,0,,0,0
2.58E-08,1.38E-06,0.99779034,DB01019,DB00470,5.70E-11,0.997790314,0,0,,0,0,,0,0
7.51E-07,2.05E-06,0.99778986,DB00550,DB00524,1.66E-09,0.997789111,0,0,,0,0,,0,0
6.58E-06,4.45E-06,0.9977896,DB00687,DB00433,1.45E-08,0.997783035,0,0,,0,0,,0,0
1.35E-07,2.31E-07,0.9977831,DB00802,DB00550,2.99E-10,0.997782965,0,0,,0,0,,0,0
1.33E-10,3.09E-10,0.99778193,DB02703,DB00763,2.95E-13,0.99778193,0,0,,0,0,,0,0
4.30E-07,1.51E-06,0.997781,DB01100,DB00880,9.54E-10,0.997780571,0,0,,0,0,,0,0
2.82E-05,1.61E-05,0.9978077,DB06701,DB01224,6.18E-08,0.997779562,0,0,,0,0,,0,0
1.30E-06,8.36E-08,0.9977781,DB00935,DB00633,2.89E-09,0.997776803,0,0,,0,0,,0,0
5.51E-09,1.46E-07,0.9977755,DB00889,DB00423,1.23E-11,0.997775495,0,0,,0,0,,0,0
0.001093859,5.22E-05,0.9988681,DB00621,DB00391,1.24E-06,0.997775479,0,0,,0,0,,0,0
2.87E-08,1.48E-07,0.99777454,DB00601,DB00470,6.39E-11,0.997774511,0,0,,0,0,,0,0
8.51E-06,1.02E-06,0.9977823,DB00935,DB00202,1.89E-08,0.997773809,0,0,,0,0,,0,0
1.59E-07,1.06E-06,0.9977731,DB05266,DB00697,3.54E-10,0.997772941,0,0,,0,0,,0,0
1.01E-05,4.53E-06,0.9977799,DB00753,DB00381,2.24E-08,0.997769822,0,0,,0,0,,0,0
1.06E-06,8.69E-07,0.9977684,DB06288,DB00883,2.37E-09,0.997767342,0,0,,0,0,,0,0
1.38E-09,5.44E-09,0.99776673,DB00601,DB00413,3.08E-12,0.997766729,0,0,,0,0,,0,0
6.70E-08,1.06E-05,0.9977564,DB00708,DB00550,1.50E-10,0.997756333,0,0,,0,0,,0,0
2.86E-09,5.32E-09,0.9977514,DB01239,DB00966,6.43E-12,0.997751397,0,0,,0,0,,0,0
0.000346063,7.44E-08,0.99809617,DB02665,DB00180,6.59E-07,0.997750766,0,0,,0,0,,0,0
7.78E-06,1.38E-06,0.9977463,DB00935,DB00708,1.75E-08,0.997738538,0,0,,0,0,,0,0
1.42E-08,3.41E-07,0.99773264,DB00915,DB00850,3.22E-11,0.997732626,0,0,,0,0,,0,0
0.000868066,6.36E-06,0.9985954,DB00656,DB00550,1.22E-06,0.997728553,0,0,,0,0,,0,0
