pMines1,p0,p1,i,j,deg,inh,degTRUE,degFALSE,,inhTRUE,inhFALSE,,Not Given,sum
0.000228421,1.06E-06,0.99703217,DB00492,DB00261,6.78E-07,0.996804427,0,0,,0,0,,0,0
8.07E-08,1.25E-07,0.99679595,DB04540,DB00697,2.59E-10,0.99679587,0,0,,0,0,,0,0
8.45E-09,3.84E-08,0.9967912,DB01608,DB01239,2.71E-11,0.996791192,0,0,,0,0,,0,0
4.70E-05,1.22E-06,0.99683666,DB00831,DB00204,1.49E-07,0.996789809,0,0,,0,0,,0,0
0.000192906,7.31E-06,0.99697,DB01047,DB00844,5.85E-07,0.996777679,0,0,,0,0,,0,0
3.44E-07,1.30E-07,0.9967685,DB00389,DB00204,1.11E-09,0.996768157,0,0,,0,0,,0,0
0.000178911,2.34E-06,0.996944,DB01037,DB00202,5.47E-07,0.996765636,0,0,,0,0,,0,0
7.61E-06,2.92E-05,0.99676895,DB01184,DB00437,2.46E-08,0.996761365,0,0,,0,0,,0,0
1.08E-09,1.28E-07,0.9967578,DB01019,DB00935,3.50E-12,0.996757799,0,0,,0,0,,0,0
0.000239719,3.79E-06,0.99699664,DB01551,DB01184,7.20E-07,0.996757641,0,0,,0,0,,0,0
4.26E-07,8.30E-09,0.9967553,DB00935,DB00528,1.38E-09,0.996754875,0,0,,0,0,,0,0
2.12E-08,4.76E-07,0.9967488,DB01273,DB00470,6.89E-11,0.996748779,0,0,,0,0,,0,0
2.05E-10,9.67E-08,0.99674845,DB01019,DB00450,6.67E-13,0.99674845,0,0,,0,0,,0,0
0.000140605,3.52E-06,0.9968875,DB01019,DB00656,4.38E-07,0.996747333,0,0,,0,0,,0,0
0.001994502,5.04E-06,0.99873847,DB01128,DB01032,2.52E-06,0.996746484,0,0,,0,0,,0,0
9.77E-07,7.54E-07,0.9967452,DB01184,DB00235,3.18E-09,0.996744226,0,0,,0,0,,0,0
4.24E-06,3.92E-08,0.99674773,DB01239,DB00519,1.38E-08,0.996743504,0,0,,0,0,,0,0
0.000160827,2.45E-05,0.9969023,DB01162,DB00450,4.98E-07,0.996741971,0,0,,0,0,,0,0
0.000428865,9.27E-08,0.9971675,DB01013,DB00611,1.21E-06,0.99673985,0,0,,0,0,,0,0
2.90E-05,6.62E-06,0.9967679,DB00413,DB00261,9.37E-08,0.996738994,0,0,,0,0,,0,0
9.01E-05,2.88E-05,0.9968086,DB00967,DB00820,2.88E-07,0.996718788,0,0,,0,0,,0,0
1.02E-05,1.92E-06,0.99672556,DB01608,DB00524,3.34E-08,0.996715393,0,0,,0,0,,0,0
0.000228157,2.76E-06,0.9969405,DB01267,DB00882,6.98E-07,0.996713041,0,0,,0,0,,0,0
1.03E-05,1.40E-08,0.99672323,DB04844,DB01032,3.38E-08,0.996712964,0,0,,0,0,,0,0
0.001355352,5.23E-05,0.99805474,DB01267,DB00178,2.64E-06,0.996702025,0,0,,0,0,,0,0
0.000151902,2.76E-08,0.9968501,DB02665,DB01013,4.78E-07,0.996698676,0,0,,0,0,,0,0
1.90E-06,2.84E-08,0.9966989,DB00389,DB00255,6.27E-09,0.996697006,0,0,,0,0,,0,0
1.89E-07,2.32E-07,0.9966935,DB04540,DB00819,6.25E-10,0.996693312,0,0,,0,0,,0,0
0.00018525,1.36E-06,0.9968766,DB01235,DB01182,5.79E-07,0.996691929,0,0,,0,0,,0,0
2.49E-05,1.00E-05,0.99671656,DB01267,DB00275,8.18E-08,0.996691742,0,0,,0,0,,0,0
8.34E-06,2.46E-05,0.99669904,DB01114,DB00819,2.75E-08,0.996690728,0,0,,0,0,,0,0
0.000768988,1.20E-06,0.9974412,DB01155,DB00935,1.97E-06,0.99667418,0,0,,0,0,,0,0
2.86E-06,6.81E-08,0.9966677,DB00697,DB00528,9.53E-09,0.99666485,0,0,,0,0,,0,0
2.88E-09,9.49E-08,0.9966629,DB01589,DB00389,9.61E-12,0.996662897,0,0,,0,0,,0,0
1.81E-06,9.36E-07,0.99666107,DB00973,DB00687,6.04E-09,0.996659266,0,0,,0,0,,0,0
0.000149585,1.22E-06,0.9967939,DB00497,DB00381,4.80E-07,0.996644795,0,0,,0,0,,0,0
1.44E-06,1.16E-07,0.9966444,DB00275,DB00180,4.83E-09,0.996642965,0,0,,0,0,,0,0
4.73E-06,2.25E-06,0.99664044,DB00687,DB00547,1.59E-08,0.996635726,0,0,,0,0,,0,0
2.74E-07,5.23E-08,0.9966336,DB00687,DB00543,9.22E-10,0.996633327,0,0,,0,0,,0,0
6.16E-06,7.31E-06,0.9966383,DB00889,DB00178,2.07E-08,0.996632161,0,0,,0,0,,0,0
9.74E-06,2.33E-06,0.99663985,DB02703,DB00927,3.27E-08,0.996630143,0,0,,0,0,,0,0
0.000599167,9.15E-07,0.9972262,DB01273,DB00656,1.66E-06,0.996628695,0,0,,0,0,,0,0
2.70E-06,6.99E-05,0.9966294,DB00742,DB00539,9.10E-09,0.996626709,0,0,,0,0,,0,0
5.14E-07,4.09E-08,0.99662566,DB00921,DB00528,1.73E-09,0.996625148,0,0,,0,0,,0,0
1.07E-05,1.21E-05,0.9966331,DB00819,DB00593,3.60E-08,0.996622436,0,0,,0,0,,0,0
0.001091173,2.56E-05,0.9977043,DB06701,DB00391,2.51E-06,0.996615632,0,0,,0,0,,0,0
0.00016192,0.000259207,0.99676657,DB01267,DB01047,5.24E-07,0.996605174,0,0,,0,0,,0,0
3.10E-05,2.65E-07,0.99663395,DB01069,DB00437,1.04E-07,0.996603054,0,0,,0,0,,0,0
2.37E-05,1.34E-07,0.9966234,DB01069,DB00235,8.00E-08,0.99659978,0,0,,0,0,,0,0
2.26E-05,1.30E-05,0.9966125,DB06288,DB01054,7.66E-08,0.996589977,0,0,,0,0,,0,0
4.53E-06,3.02E-06,0.9965917,DB00973,DB00346,1.54E-08,0.996587185,0,0,,0,0,,0,0
9.57E-06,2.59E-06,0.99658316,DB00819,DB00235,3.27E-08,0.996573623,0,0,,0,0,,0,0
4.56E-10,1.77E-07,0.99656373,DB01019,DB00621,1.57E-12,0.99656373,0,0,,0,0,,0,0
0.00226527,6.51E-05,0.99882585,DB04817,DB00679,2.66E-06,0.99656324,0,0,,0,0,,0,0
1.37E-05,7.80E-07,0.99656904,DB01069,DB01054,4.70E-08,0.996555387,0,0,,0,0,,0,0
3.76E-07,5.86E-07,0.99654764,DB00889,DB00591,1.30E-09,0.996547265,0,0,,0,0,,0,0
0.000540793,4.57E-05,0.9970853,DB01608,DB01238,1.58E-06,0.996546083,0,0,,0,0,,0,0
0.001317255,8.70E-07,0.99785835,DB01240,DB00434,2.82E-06,0.996543916,0,0,,0,0,,0,0
0.001225864,7.05E-08,0.99776495,DB02665,DB01367,2.74E-06,0.996541826,0,0,,0,0,,0,0
6.66E-10,2.41E-09,0.9965417,DB04844,DB00621,2.30E-12,0.996541699,0,0,,0,0,,0,0
2.96E-08,3.94E-07,0.99653924,DB00862,DB00241,1.02E-10,0.996539211,0,0,,0,0,,0,0
3.19E-06,4.63E-06,0.9965418,DB01236,DB00523,1.10E-08,0.996538621,0,0,,0,0,,0,0
3.89E-08,1.48E-07,0.99653375,DB00862,DB00621,1.35E-10,0.996533711,0,0,,0,0,,0,0
3.31E-08,1.04E-06,0.9965306,DB00889,DB00742,1.15E-10,0.996530567,0,0,,0,0,,0,0
9.66E-07,4.15E-05,0.9965294,DB00708,DB00401,3.35E-09,0.996528437,0,0,,0,0,,0,0
2.09E-05,0.000622318,0.99654096,DB01544,DB00261,7.23E-08,0.996520132,0,0,,0,0,,0,0
4.53E-07,1.25E-06,0.99651575,DB01244,DB00850,1.58E-09,0.996515299,0,0,,0,0,,0,0
1.73E-05,4.40E-07,0.99653167,DB01239,DB01210,6.00E-08,0.99651443,0,0,,0,0,,0,0
0.003201164,9.65E-06,0.99971205,DB01380,DB00679,9.22E-07,0.996511808,0,0,,0,0,,0,0
1.16E-06,7.92E-06,0.9965114,DB01184,DB00230,4.05E-09,0.996510244,0,0,,0,0,,0,0
8.66E-08,1.30E-06,0.99650854,DB00973,DB00889,3.02E-10,0.996508454,0,0,,0,0,,0,0
1.52E-05,8.90E-07,0.9965134,DB06288,DB00377,5.30E-08,0.996498253,0,0,,0,0,,0,0
2.41E-08,2.08E-06,0.9964947,DB01273,DB00714,8.45E-11,0.996494676,0,0,,0,0,,0,0
3.22E-05,1.74E-06,0.9965263,DB06288,DB00709,1.12E-07,0.996494212,0,0,,0,0,,0,0
1.18E-08,6.73E-08,0.99649173,DB01364,DB01037,4.14E-11,0.996491718,0,0,,0,0,,0,0
1.03E-07,4.83E-06,0.9964904,DB01198,DB00966,3.61E-10,0.996490297,0,0,,0,0,,0,0
4.53E-07,5.25E-07,0.99648774,DB00690,DB00621,1.59E-09,0.996487289,0,0,,0,0,,0,0
2.58E-07,8.01E-06,0.99648595,DB00742,DB00709,9.07E-10,0.996485693,0,0,,0,0,,0,0
1.84E-05,7.28E-06,0.9964981,DB00433,DB00346,6.44E-08,0.996479764,0,0,,0,0,,0,0
1.65E-05,1.19E-05,0.9964933,DB00708,DB00523,5.79E-08,0.996476858,0,0,,0,0,,0,0
6.05E-06,1.14E-05,0.9964736,DB01366,DB00819,2.13E-08,0.996467571,0,0,,0,0,,0,0
5.52E-07,6.97E-06,0.99645835,DB01018,DB00973,1.95E-09,0.9964578,0,0,,0,0,,0,0
0.000109677,9.73E-07,0.996566,DB01367,DB00935,3.77E-07,0.9964567,0,0,,0,0,,0,0
0.002979012,2.63E-07,0.9994312,DB00844,DB00780,1.69E-06,0.996453882,0,0,,0,0,,0,0
1.33E-05,2.30E-06,0.99646086,DB00819,DB00687,4.71E-08,0.996447607,0,0,,0,0,,0,0
3.30E-06,5.14E-06,0.9964478,DB01608,DB00470,1.17E-08,0.996444512,0,0,,0,0,,0,0
0.000109356,5.94E-07,0.9965533,DB00492,DB00433,3.77E-07,0.996444321,0,0,,0,0,,0,0
4.26E-05,2.50E-06,0.9964856,DB06288,DB00305,1.50E-07,0.99644315,0,0,,0,0,,0,0
3.33E-05,6.73E-05,0.9964682,DB01224,DB00180,1.18E-07,0.996435018,0,0,,0,0,,0,0
1.90E-05,0.000495443,0.9964491,DB01236,DB01021,6.75E-08,0.996430167,0,0,,0,0,,0,0
4.91E-05,3.66E-06,0.9964765,DB01240,DB00889,1.73E-07,0.996427573,0,0,,0,0,,0,0
7.57E-07,3.48E-07,0.9964269,DB01590,DB00528,2.70E-09,0.996426146,0,0,,0,0,,0,0
1.77E-06,1.26E-06,0.9964275,DB01366,DB01184,6.32E-09,0.996425736,0,0,,0,0,,0,0
3.53E-06,1.01E-05,0.99641573,DB01018,DB00687,1.27E-08,0.996412213,0,0,,0,0,,0,0
9.76E-06,8.96E-06,0.99641067,DB00556,DB00524,3.50E-08,0.996400945,0,0,,0,0,,0,0
8.68E-05,1.24E-07,0.99648666,DB01240,DB00623,3.05E-07,0.996400165,0,0,,0,0,,0,0
1.20E-09,6.36E-07,0.9963973,DB01273,DB00439,4.32E-12,0.996397299,0,0,,0,0,,0,0
8.45E-07,1.14E-05,0.99639755,DB01184,DB00425,3.04E-09,0.996396708,0,0,,0,0,,0,0
4.62E-05,4.39E-06,0.99644035,DB00690,DB00524,1.64E-07,0.996394314,0,0,,0,0,,0,0
5.95E-07,5.07E-06,0.9963946,DB00556,DB00470,2.15E-09,0.996394007,0,0,,0,0,,0,0
0.00039753,0.000148218,0.9967763,DB01224,DB00977,1.28E-06,0.996380052,0,0,,0,0,,0,0
2.66E-05,2.70E-05,0.996406,DB00889,DB00647,9.56E-08,0.996379496,0,0,,0,0,,0,0
0.000218868,1.68E-05,0.9965952,DB01590,DB00697,7.45E-07,0.996377077,0,0,,0,0,,0,0
3.08E-06,3.34E-06,0.9963708,DB01236,DB00742,1.12E-08,0.996367731,0,0,,0,0,,0,0
0.000528431,4.59E-05,0.99689215,DB01452,DB01182,1.64E-06,0.996365361,0,0,,0,0,,0,0
1.12E-08,4.14E-07,0.9963619,DB00557,DB00529,4.07E-11,0.996361889,0,0,,0,0,,0,0
0.000942934,4.03E-07,0.9973008,DB01380,DB00611,2.55E-06,0.996360411,0,0,,0,0,,0,0
1.27E-05,1.18E-05,0.99636865,DB06262,DB00450,4.61E-08,0.996355996,0,0,,0,0,,0,0
9.08E-05,3.27E-06,0.99644643,DB01037,DB00241,3.23E-07,0.996355953,0,0,,0,0,,0,0
2.98E-07,2.31E-06,0.99635184,DB00966,DB00425,1.09E-09,0.996351543,0,0,,0,0,,0,0
8.57E-06,1.86E-05,0.9963546,DB00709,DB00433,3.12E-08,0.996346061,0,0,,0,0,,0,0
1.91E-06,5.48E-09,0.99633837,DB01032,DB00601,6.99E-09,0.996336467,0,0,,0,0,,0,0
1.35E-06,1.20E-07,0.99633753,DB00915,DB00697,4.94E-09,0.996336185,0,0,,0,0,,0,0
3.34E-06,1.09E-05,0.99633884,DB00889,DB00593,1.22E-08,0.996335512,0,0,,0,0,,0,0
1.93E-06,9.52E-06,0.9963356,DB01236,DB00953,7.07E-09,0.996333677,0,0,,0,0,,0,0
0.001016324,4.67E-07,0.9973247,DB01184,DB00255,2.72E-06,0.996311095,0,0,,0,0,,0,0
3.06E-06,3.42E-05,0.99630946,DB00921,DB00820,1.13E-08,0.996306411,0,0,,0,0,,0,0
2.58E-05,4.07E-05,0.99631715,DB01224,DB00806,9.50E-08,0.996291445,0,0,,0,0,,0,0
1.66E-05,1.87E-06,0.9962997,DB00819,DB00690,6.14E-08,0.996283161,0,0,,0,0,,0,0
7.53E-06,4.25E-06,0.99628484,DB00413,DB00178,2.80E-08,0.996277338,0,0,,0,0,,0,0
3.41E-06,2.42E-07,0.9962787,DB01047,DB00623,1.27E-08,0.996275303,0,0,,0,0,,0,0
1.89E-08,3.90E-07,0.9962675,DB04339,DB02703,7.05E-11,0.996267481,0,0,,0,0,,0,0
1.76E-07,1.92E-05,0.99626607,DB00973,DB00742,6.57E-10,0.996265895,0,0,,0,0,,0,0
1.95E-05,4.24E-06,0.9962805,DB00389,DB00273,7.25E-08,0.996261073,0,0,,0,0,,0,0
2.10E-07,2.71E-08,0.99626046,DB00621,DB00450,7.85E-10,0.996260251,0,0,,0,0,,0,0
0.000594853,4.56E-06,0.9968406,DB01367,DB00180,1.88E-06,0.996247626,0,0,,0,0,,0,0
1.78E-07,1.84E-05,0.99624664,DB00909,DB00550,6.68E-10,0.996246463,0,0,,0,0,,0,0
3.30E-07,5.87E-07,0.99624324,DB00880,DB00450,1.24E-09,0.996242911,0,0,,0,0,,0,0
1.39E-07,1.66E-08,0.9962388,DB00436,DB00389,5.23E-10,0.996238662,0,0,,0,0,,0,0
0.000166931,3.11E-05,0.99640465,DB01267,DB00523,6.00E-07,0.996238319,0,0,,0,0,,0,0
6.64E-06,5.62E-07,0.99624157,DB00831,DB00820,2.50E-08,0.996234955,0,0,,0,0,,0,0
7.16E-05,5.92E-06,0.99630463,DB00512,DB00391,2.65E-07,0.996233295,0,0,,0,0,,0,0
2.58E-07,1.10E-07,0.9962291,DB00413,DB00235,9.73E-10,0.996228843,0,0,,0,0,,0,0
0.000184574,0.000159259,0.9964114,DB01590,DB00433,6.62E-07,0.996227488,0,0,,0,0,,0,0
4.83E-10,8.65E-09,0.99621177,DB00966,DB00550,1.83E-12,0.99621177,0,0,,0,0,,0,0
9.07E-07,2.08E-06,0.9962121,DB00973,DB00633,3.44E-09,0.996211196,0,0,,0,0,,0,0
2.55E-09,5.68E-07,0.99619484,DB01273,DB00862,9.70E-12,0.996194837,0,0,,0,0,,0,0
3.99E-06,4.34E-07,0.9961976,DB01069,DB00820,1.52E-08,0.996193625,0,0,,0,0,,0,0
0.003017389,0.000116697,0.99919456,DB01590,DB00391,2.43E-06,0.996179601,0,0,,0,0,,0,0
5.13E-09,8.96E-09,0.99617636,DB01364,DB00802,1.96E-11,0.996176355,0,0,,0,0,,0,0
9.80E-06,6.24E-07,0.9961784,DB00529,DB00434,3.75E-08,0.996168637,0,0,,0,0,,0,0
1.87E-05,4.13E-05,0.99618655,DB00819,DB00296,7.13E-08,0.996167921,0,0,,0,0,,0,0
1.12E-06,2.75E-05,0.9961623,DB00889,DB00455,4.30E-09,0.996161184,0,0,,0,0,,0,0
2.68E-06,2.06E-07,0.9961604,DB01239,DB00180,1.03E-08,0.99615773,0,0,,0,0,,0,0
0.00076984,0.000158249,0.996924,DB00973,DB00968,2.37E-06,0.996156528,0,0,,0,0,,0,0
4.29E-05,1.41E-05,0.9961979,DB01393,DB01100,1.63E-07,0.996155163,0,0,,0,0,,0,0
2.01E-06,1.87E-05,0.9961506,DB00862,DB00425,7.74E-09,0.996148598,0,0,,0,0,,0,0
0.000603543,2.65E-06,0.99674547,DB02546,DB01032,1.96E-06,0.996143891,0,0,,0,0,,0,0
2.28E-05,0.000109474,0.9961665,DB01224,DB00377,8.74E-08,0.996143787,0,0,,0,0,,0,0
2.03E-08,2.02E-07,0.99613875,DB00966,DB00909,7.84E-11,0.99613873,0,0,,0,0,,0,0
7.51E-05,4.35E-06,0.9962119,DB00819,DB00470,2.84E-07,0.996137084,0,0,,0,0,,0,0
3.40E-06,3.97E-05,0.9961223,DB01184,DB01041,1.32E-08,0.996118913,0,0,,0,0,,0,0
0.000688438,8.20E-06,0.9967991,DB01590,DB00819,2.20E-06,0.996112866,0,0,,0,0,,0,0
0.00013739,1.86E-05,0.9962405,DB01267,DB00394,5.17E-07,0.996103627,0,0,,0,0,,0,0
0.000511008,1.39E-06,0.99660754,DB00967,DB00591,1.73E-06,0.996098266,0,0,,0,0,,0,0
1.45E-05,2.29E-07,0.996111,DB00935,DB00690,5.64E-08,0.996096556,0,0,,0,0,,0,0
0.001314748,0.000202393,0.99739623,DB01590,DB00218,3.42E-06,0.996084905,0,0,,0,0,,0,0
0.000157825,0.000366075,0.9962353,DB01623,DB00542,5.94E-07,0.996078069,0,0,,0,0,,0,0
0.00152671,1.50E-05,0.99759454,DB00968,DB00623,3.67E-06,0.996071502,0,0,,0,0,,0,0
5.20E-08,3.69E-06,0.99606943,DB00529,DB00425,2.04E-10,0.996069378,0,0,,0,0,,0,0
4.44E-06,2.94E-06,0.996067,DB01071,DB00697,1.75E-08,0.996062577,0,0,,0,0,,0,0
0.001290702,3.75E-06,0.9973494,DB00529,DB00494,3.42E-06,0.996062119,0,0,,0,0,,0,0
8.50E-09,1.28E-06,0.9960575,DB01019,DB00697,3.35E-11,0.996057492,0,0,,0,0,,0,0
4.29E-06,1.91E-05,0.99605846,DB06694,DB01182,1.69E-08,0.996054187,0,0,,0,0,,0,0
3.20E-05,1.23E-05,0.99607927,DB00819,DB00433,1.25E-07,0.996047395,0,0,,0,0,,0,0
5.26E-05,4.79E-07,0.99609876,DB00623,DB00204,2.05E-07,0.996046365,0,0,,0,0,,0,0
5.72E-08,5.34E-08,0.99604553,DB04540,DB01100,2.26E-10,0.996045473,0,0,,0,0,,0,0
0.000162027,0.00011967,0.9962053,DB06262,DB01236,6.15E-07,0.996043888,0,0,,0,0,,0,0
1.12E-06,5.25E-06,0.9960408,DB00967,DB00550,4.43E-09,0.996039684,0,0,,0,0,,0,0
1.68E-06,2.35E-06,0.9960341,DB00935,DB00557,6.66E-09,0.996032427,0,0,,0,0,,0,0
0.000131453,2.08E-05,0.99616265,DB00968,DB00512,5.04E-07,0.996031701,0,0,,0,0,,0,0
2.41E-06,4.59E-07,0.9960247,DB06288,DB00275,9.58E-09,0.9960223,0,0,,0,0,,0,0
1.90E-05,2.72E-08,0.9960375,DB01032,DB00512,7.53E-08,0.996018575,0,0,,0,0,,0,0
0.001966205,2.69E-05,0.9979796,DB01267,DB00255,3.97E-06,0.996017368,0,0,,0,0,,0,0
2.02E-06,1.03E-06,0.99601835,DB00850,DB00381,8.04E-09,0.996016338,0,0,,0,0,,0,0
0.00013561,5.33E-06,0.9961506,DB00967,DB00381,5.22E-07,0.996015512,0,0,,0,0,,0,0
1.45E-07,5.93E-07,0.99601364,DB01175,DB00389,5.78E-10,0.996013496,0,0,,0,0,,0,0
1.95E-06,2.48E-06,0.9959954,DB01236,DB00437,7.81E-09,0.995993458,0,0,,0,0,,0,0
5.47E-05,5.21E-06,0.9960264,DB01192,DB01182,2.17E-07,0.995971917,0,0,,0,0,,0,0
3.71E-06,1.87E-06,0.9959747,DB01244,DB00261,1.49E-08,0.995971005,0,0,,0,0,,0,0
2.29E-06,3.11E-07,0.99597114,DB01708,DB01100,9.23E-09,0.995968859,0,0,,0,0,,0,0
1.35E-05,3.19E-05,0.9959818,DB01183,DB00697,5.42E-08,0.995968354,0,0,,0,0,,0,0
0.001270328,3.54E-06,0.9972337,DB01195,DB00494,3.51E-06,0.995966886,0,0,,0,0,,0,0
3.63E-06,2.80E-05,0.99596894,DB01224,DB00591,1.46E-08,0.995965325,0,0,,0,0,,0,0
2.95E-06,5.30E-06,0.9959604,DB00820,DB00523,1.19E-08,0.995957462,0,0,,0,0,,0,0
1.07E-06,1.11E-05,0.99595225,DB00433,DB00401,4.33E-09,0.995951184,0,0,,0,0,,0,0
8.57E-08,4.43E-07,0.9959508,DB00889,DB00366,3.47E-10,0.995950715,0,0,,0,0,,0,0
3.00E-08,1.80E-08,0.99595034,DB00915,DB00413,1.21E-10,0.99595031,0,0,,0,0,,0,0
3.20E-06,8.95E-06,0.99594337,DB00808,DB00557,1.30E-08,0.995940183,0,0,,0,0,,0,0
4.45E-06,1.85E-07,0.9959408,DB01032,DB00556,1.81E-08,0.995936368,0,0,,0,0,,0,0
0.002932753,1.12E-05,0.9988656,DB00844,DB00738,3.33E-06,0.995936174,0,0,,0,0,,0,0
9.82E-07,4.64E-08,0.9959318,DB01452,DB00528,3.99E-09,0.995930822,0,0,,0,0,,0,0
1.00E-06,9.10E-07,0.99593157,DB01239,DB00261,4.07E-09,0.995930574,0,0,,0,0,,0,0
7.84E-05,5.78E-05,0.99600667,DB00783,DB00450,3.13E-07,0.995928583,0,0,,0,0,,0,0
0.002905178,9.73E-06,0.99882346,DB00880,DB00681,3.42E-06,0.9959217,0,0,,0,0,,0,0
1.08E-06,3.02E-06,0.9959163,DB00935,DB00850,4.41E-09,0.995915224,0,0,,0,0,,0,0
4.00E-07,5.93E-05,0.9959124,DB00973,DB00523,1.64E-09,0.995912002,0,0,,0,0,,0,0
0.000466744,4.43E-08,0.9963727,DB00935,DB00555,1.69E-06,0.995907649,0,0,,0,0,,0,0
5.94E-07,2.43E-07,0.9959009,DB00934,DB00381,2.43E-09,0.995900308,0,0,,0,0,,0,0
5.09E-06,4.80E-06,0.995895,DB00697,DB00437,2.09E-08,0.995889931,0,0,,0,0,,0,0
1.33E-07,6.34E-07,0.99588495,DB05266,DB00381,5.47E-10,0.995884818,0,0,,0,0,,0,0
5.80E-07,2.37E-06,0.9958806,DB01071,DB00261,2.39E-09,0.995880022,0,0,,0,0,,0,0
0.000595329,5.04E-06,0.9964592,DB01240,DB00819,2.11E-06,0.995865979,0,0,,0,0,,0,0
0.000214263,3.02E-05,0.9960626,DB00880,DB00470,8.44E-07,0.995849181,0,0,,0,0,,0,0
1.59E-07,8.00E-09,0.99584275,DB06701,DB02703,6.61E-10,0.995842592,0,0,,0,0,,0,0
3.86E-08,2.56E-06,0.99583876,DB01452,DB00550,1.61E-10,0.995838722,0,0,,0,0,,0,0
5.00E-07,3.53E-07,0.9958383,DB01589,DB00966,2.08E-09,0.995837802,0,0,,0,0,,0,0
3.91E-09,4.77E-07,0.99583226,DB00889,DB00550,1.63E-11,0.995832256,0,0,,0,0,,0,0
4.46E-05,7.38E-06,0.99587387,DB00647,DB00381,1.84E-07,0.995829454,0,0,,0,0,,0,0
2.10E-06,6.86E-05,0.9958263,DB01085,DB00708,8.76E-09,0.995824209,0,0,,0,0,,0,0
2.59E-05,2.53E-06,0.99584574,DB01081,DB00820,1.08E-07,0.995819948,0,0,,0,0,,0,0
1.81E-05,4.87E-07,0.99583757,DB01393,DB01013,7.53E-08,0.995819545,0,0,,0,0,,0,0
2.05E-05,2.74E-06,0.99583757,DB01452,DB00523,8.53E-08,0.995817155,0,0,,0,0,,0,0
5.30E-07,2.02E-07,0.99581593,DB00889,DB00394,2.22E-09,0.995815402,0,0,,0,0,,0,0
4.60E-07,1.16E-05,0.9958158,DB01608,DB00433,1.92E-09,0.995815342,0,0,,0,0,,0,0
2.82E-05,2.79E-05,0.99583864,DB00968,DB00961,1.17E-07,0.995810557,0,0,,0,0,,0,0
5.38E-08,6.45E-07,0.9958092,DB01608,DB00623,2.25E-10,0.995809146,0,0,,0,0,,0,0
3.97E-07,1.15E-06,0.995805,DB00529,DB00454,1.67E-09,0.995804605,0,0,,0,0,,0,0
0.000429769,5.29E-05,0.99621445,DB00977,DB00862,1.63E-06,0.995786308,0,0,,0,0,,0,0
9.89E-07,1.62E-06,0.9957801,DB00601,DB00599,4.17E-09,0.995779115,0,0,,0,0,,0,0
2.62E-05,2.75E-08,0.9958028,DB01032,DB00623,1.10E-07,0.99577671,0,0,,0,0,,0,0
2.05E-07,1.08E-07,0.9957769,DB00550,DB00519,8.66E-10,0.995776696,0,0,,0,0,,0,0
3.59E-06,1.23E-06,0.99577844,DB04540,DB00599,1.52E-08,0.995774865,0,0,,0,0,,0,0
0.002096574,2.48E-06,0.99786514,DB00679,DB00275,4.48E-06,0.995773042,0,0,,0,0,,0,0
6.05E-06,0.000100223,0.9957712,DB00341,DB00261,2.56E-08,0.995765176,0,0,,0,0,,0,0
3.81E-08,1.85E-05,0.99575776,DB01221,DB00889,1.62E-10,0.995757722,0,0,,0,0,,0,0
4.14E-05,1.53E-06,0.9957969,DB01184,DB00492,1.74E-07,0.995755674,0,0,,0,0,,0,0
2.38E-06,8.82E-06,0.9957491,DB00973,DB00708,1.01E-08,0.99574673,0,0,,0,0,,0,0
5.29E-05,7.32E-06,0.9957962,DB05266,DB00434,2.22E-07,0.995743522,0,0,,0,0,,0,0
4.20E-08,1.06E-07,0.9957424,DB00601,DB00542,1.79E-10,0.995742358,0,0,,0,0,,0,0
1.06E-06,4.21E-06,0.99573475,DB00915,DB00714,4.52E-09,0.995733695,0,0,,0,0,,0,0
2.97E-06,9.23E-06,0.9957325,DB00985,DB00819,1.27E-08,0.995729543,0,0,,0,0,,0,0
3.90E-06,3.91E-07,0.99572384,DB00742,DB00413,1.67E-08,0.995719957,0,0,,0,0,,0,0
5.90E-06,5.02E-07,0.99572456,DB00889,DB00687,2.52E-08,0.995718685,0,0,,0,0,,0,0
1.37E-06,9.20E-06,0.99571997,DB01236,DB00952,5.86E-09,0.995718606,0,0,,0,0,,0,0
5.99E-06,6.06E-06,0.99570566,DB01551,DB01071,2.57E-08,0.995699696,0,0,,0,0,,0,0
9.79E-09,1.85E-07,0.99569833,DB01364,DB00599,4.21E-11,0.99569832,0,0,,0,0,,0,0
0.00024301,6.11E-05,0.9959402,DB00542,DB00539,9.87E-07,0.995698177,0,0,,0,0,,0,0
6.42E-05,5.44E-07,0.99576205,DB00543,DB00255,2.72E-07,0.995698122,0,0,,0,0,,0,0
6.92E-07,4.83E-06,0.9956951,DB00737,DB00261,2.98E-09,0.995694411,0,0,,0,0,,0,0
4.39E-07,1.11E-05,0.9956945,DB01100,DB00259,1.89E-09,0.995694063,0,0,,0,0,,0,0
8.21E-07,6.07E-05,0.99567634,DB01080,DB00819,3.55E-09,0.995675523,0,0,,0,0,,0,0
2.90E-05,0.000109722,0.99570185,DB00968,DB00550,1.25E-07,0.995672975,0,0,,0,0,,0,0
1.11E-06,2.41E-07,0.9956623,DB00623,DB00591,4.81E-09,0.995661195,0,0,,0,0,,0,0
1.51E-05,1.79E-06,0.9956748,DB00967,DB00621,6.53E-08,0.995659765,0,0,,0,0,,0,0
