pMines1,p0,p1,i,j,deg,enh
0.0005386472,6.940961e-05,0.99882126,DB01077,DB00591,6.349250005279763e-07,0.9982832477250007
0.00019487739,0.00013846159,0.9923445,DB01080,DB00591,1.4918838591450072e-06,0.9921511144938591
0.0014520288,0.00031083822,0.9994533,DB01081,DB00591,7.938241449600161e-07,0.998002065024145
3.9488077e-05,5.662441e-07,0.99977934,DB01100,DB00591,8.713439070819355e-09,0.999739860636439
0.00019162893,6.735325e-06,0.99661505,DB01114,DB00591,6.486543466035101e-07,0.9964240697243465
0.00083222985,0.00029829144,0.9933442,DB01127,DB00591,5.539155435629991e-06,0.9925175093054357
0.0008774698,0.0002400577,0.9963543,DB01143,DB00591,3.198991649859977e-06,0.9954800291916499
8.332729e-05,8.046627e-07,0.9994608,DB01175,DB00591,4.493007476799683e-08,0.9993775176400748
0.00047677755,1.257658e-05,0.9999062,DB01182,DB00591,4.472173419001561e-08,0.9994294671717342
0.00031155348,0.009058863,0.9992772,DB01183,DB00591,2.251908553440073e-07,0.9989658717108553
0.00048178434,2.5391579e-05,0.9996718,DB01184,DB00591,1.5812162038800035e-07,0.9991901737816203
0.00077337027,0.00014638901,0.9961517,DB01188,DB00591,2.976160810041021e-06,0.99538130589081
0.0011959076,1.9460917e-05,0.9998446,DB01192,DB00591,1.8584404104003316e-07,0.998648878244041
6.970763e-05,0.0003941357,0.99082696,DB01198,DB00591,6.394308782951976e-07,0.9907578918008783
0.00064483285,5.275011e-06,0.99974465,DB01202,DB00591,1.6465806824749196e-07,0.9990999818080682
6.8604946e-05,0.0015208721,0.9935442,DB01221,DB00591,4.4289981038680075e-07,0.9934760379538103
0.0002732873,0.0005223453,0.9902873,DB01233,DB00591,2.654357558710005e-06,0.9900166670575588
0.0009798408,0.00038582087,0.99979913,DB01235,DB00591,1.9682062149601928e-07,0.9988194860206214
0.00022941828,1.9073486e-06,0.9998441,DB01236,DB00591,3.5766309851996924e-08,0.9996147174863098
3.2514334e-05,2.682209e-07,0.9997921,DB01239,DB00591,6.759730038601256e-09,0.99975959242573
0.00032255054,4.0233135e-06,0.9999101,DB01244,DB00591,2.8997293545992295e-08,0.9995875784572936
0.004406512,9.834766e-07,0.9999437,DB01288,DB00591,2.480866256000402e-07,0.9955374360866256
0.0005169809,2.399087e-05,0.9952444,DB01291,DB00591,2.4585543680399847e-06,0.9947298776543682
0.000108003616,0.00010064244,0.9915376,DB01296,DB00591,9.139698000383979e-07,0.9914305103538
0.003766209,1.385808e-05,0.9997525,DB01337,DB00591,9.321367274998346e-07,0.9959872231367275
0.0005180836,1.1324883e-06,0.998384,DB01366,DB00591,8.372230975999745e-07,0.9978667536230976
0.0005351305,1.4901161e-06,0.99961543,DB01410,DB00591,2.0579513638501527e-07,0.9990805052951364
0.0007979274,8.109212e-05,0.9995058,DB01427,DB00591,3.9433572108000016e-07,0.9987082669357211
0.0003157854,9.474158e-05,0.99813795,DB01436,DB00591,5.880082040699837e-07,0.9978227526082041
6.452203e-05,3.159046e-05,0.99108064,DB01440,DB00591,5.754952135008028e-07,0.9910166934652135
0.0010890365,1.975894e-05,0.99977666,DB01452,DB00591,2.4322541191001775e-07,0.9986878667254119
0.0004157722,1.6987324e-06,0.99996835,DB01551,DB00591,1.315919013002066e-08,0.9995525909591901
0.00027313828,3.0994415e-06,0.9963901,DB01588,DB00591,9.86001876972015e-07,0.9961179477218769
0.00039479136,0.0,0.9999939,DB01589,DB00591,2.408227296003504e-09,0.9995991110482273
0.0038543642,1.1920929e-06,0.9998382,DB01590,DB00591,6.236361275599604e-07,0.9959844594361276
0.000107735395,2.0563602e-06,0.9927658,DB01595,DB00591,7.793793945089966e-07,0.9926588439843945
8.380413e-05,3.874302e-07,0.99964476,DB01608,DB00591,2.977057914119823e-08,0.9995609856405792
9.074807e-05,3.5762787e-07,0.99974436,DB01623,DB00591,2.319883661480013e-08,0.9996536351288366
0.0012326837,7.4505806e-07,0.99987745,DB01708,DB00591,1.5106538743506726e-07,0.9986449173653874
0.0017175674,1.6987324e-06,0.99978685,DB02665,DB00591,3.660994913099919e-07,0.9980696486994913
0.0018192232,0.00015997887,0.99874216,DB04339,DB00591,2.2882917098879176e-06,0.9969252250917099
1.2874603e-05,5.477667e-05,0.9996796,DB04540,DB00591,4.1250228011999805e-09,0.9996667295220227
0.0024566054,4.9471855e-06,0.9994918,DB04844,DB00591,1.2484468642798984e-06,0.9970364430468643
1.5050173e-05,5.841255e-06,0.99997765,DB05266,DB00591,3.3637136654922944e-10,0.9999626001633715
0.00017097592,1.7881393e-06,0.99688125,DB05271,DB00591,5.332311504999911e-07,0.9967108073111505
0.0031306744,6.556511e-07,0.99786985,DB06262,DB00591,6.668806073160165e-06,0.994745844406073
0.0002565086,1.7881393e-07,0.99993145,DB06288,DB00591,1.7583664529985904e-08,0.9996749589836645
3.2901764e-05,7.1525574e-07,0.9992733,DB06694,DB00591,2.390971189879898e-08,0.999240422145712
0.000785023,3.9339066e-06,0.999681,DB06701,DB00591,2.504223369999672e-07,0.998896227422337
0.0001052618,9.536743e-07,0.99917537,DB06712,DB00591,8.680203813399924e-08,0.9990701950020381
0.00067281723,4.863739e-05,0.9978138,DB06781,DB00591,1.470913028226018e-06,0.9971424536830282
4.810095e-05,4.708767e-05,0.9939979,DB01013,DB00593,2.8870671199500053e-07,0.993950087756712
0.0031279027,6.902218e-05,0.99399316,DB00621,DB00599,1.8788811054467866e-05,0.9908840461110545
0.0018092394,3.4570694e-06,0.9979702,DB00630,DB00599,3.6723941341199465e-06,0.9961646329941342
0.0046628416,0.00010111928,0.998621,DB00631,DB00599,6.4300585664000896e-06,0.9939645884585664
0.0010882914,3.5762787e-06,0.999526,DB00654,DB00599,5.158501235999722e-07,0.9984382244501236
0.00461632,2.8014183e-06,0.9997587,DB00709,DB00599,1.1139180159999993e-06,0.995143493918016
0.0005068481,2.026558e-06,0.9999229,DB00710,DB00599,3.907798851002642e-08,0.9994160909779884
0.00065746903,0.00010859966,0.99463326,DB00720,DB00599,3.5284653420622243e-06,0.993979319435342
0.0006058812,2.8729439e-05,0.9994533,DB00862,DB00599,3.312352520400067e-07,0.998847750035252
0.0007636845,1.9967556e-06,0.9966805,DB00869,DB00599,2.5350506977500234e-06,0.9959193505506978
0.0024861693,2.682209e-07,0.99957454,DB00882,DB00599,1.0577655903779717e-06,0.9970894284655903
0.00026202202,2.8312206e-06,0.99742293,DB00889,DB00599,6.752490870813894e-07,0.9971615832290871
0.001582861,0.00024017692,0.99294823,DB01005,DB00599,1.116197171397002e-05,0.991376530971714
0.0034050047,1.7881393e-07,0.99996746,DB01013,DB00599,1.1079885293789722e-07,0.996562566098853
0.0026096404,1.3738871e-05,0.99457717,DB01047,DB00599,1.4151636250331974e-05,0.9919816812362503
0.0006325543,1.1354685e-05,0.99901634,DB01071,DB00599,6.222183627380334e-07,0.9983844079183627
0.0032443702,8.842349e-05,0.9955894,DB01143,DB00599,1.4309619204120137e-05,0.9923593394192041
0.0034374595,8.85129e-06,0.99958014,DB01182,DB00599,1.4432517456701708e-06,0.9961441237517457
0.0022432208,2.2798777e-05,0.99665743,DB01194,DB00599,7.4981225494561e-06,0.9944217073225494
0.00037249923,6.1690807e-06,0.9918368,DB01196,DB00599,3.0407857143360135e-06,0.9914673415557143
0.0024408996,5.888939e-05,0.99588454,DB01233,DB00599,1.0045424667815901e-05,0.9934536858246679
0.005603373,3.2186508e-06,0.9969548,DB01410,DB00599,1.7063391459599832e-05,0.9913684903914596
0.0028354526,5.2124262e-05,0.9958609,DB01436,DB00599,1.173622185665986e-05,0.9930371836218568
0.0004924536,3.2782555e-07,0.9979514,DB01608,DB00599,1.0088404449599784e-06,0.997459955240445
6.246567e-05,1.1175871e-05,0.9996902,DB04540,DB00599,1.935186456600167e-08,0.9996277536818645
0.00031378865,1.7255545e-05,0.9997376,DB05266,DB00599,8.233814175999874e-08,0.9994238936881418
0.0019567907,6.0498714e-06,0.99925864,DB00621,DB00601,1.4506863533520475e-06,0.9973032999863534
0.00023418665,8.940697e-08,0.99925786,DB00628,DB00601,1.7379928043098753e-07,0.9990238471492805
0.00043144822,6.2584877e-07,0.9998211,DB00630,DB00601,7.718608655799217e-08,0.9993897289660866
0.002452761,1.2308359e-05,0.999758,DB00631,DB00601,5.935681619999128e-07,0.997305832568162
0.0013024807,3.1888485e-06,0.99952006,DB00633,DB00601,6.251125871579434e-07,0.9982182044125871
0.0041362047,6.2286854e-06,0.99874246,DB00643,DB00601,5.201442858438006e-06,0.9946114567428584
0.0057961345,1.2934208e-05,0.99916637,DB00647,DB00601,4.8318316032351715e-06,0.9933750673316032
0.00046613812,2.682209e-07,0.9999413,DB00654,DB00601,2.736230764398467e-08,0.9994751892423077
0.0009467304,2.2649765e-06,0.99936384,DB00660,DB00601,6.022720112639969e-07,0.9984177118720112
0.00044053793,6.198883e-06,0.9990632,DB00670,DB00601,4.126959328239823e-07,0.9986230747659329
0.0009084642,1.4901161e-07,0.99862266,DB00690,DB00601,1.2512640812280041e-06,0.9977154470640812
0.0040840507,1.4007092e-06,0.99962,DB00695,DB00601,1.551939266000192e-06,0.995537501239266
0.0012303889,1.6093254e-06,0.99999046,DB00697,DB00601,1.173791010596871e-08,0.9987600828379101
0.0019291341,0.0005239248,0.9981426,DB00700,DB00601,3.583173677340017e-06,0.9962170490736774
0.0008275807,8.940697e-08,0.9999819,DB00708,DB00601,1.4979210670017278e-08,0.9991543342792106
0.0016902387,6.2584877e-07,0.99996537,DB00709,DB00601,5.8532966181059944e-08,0.9982751898329661
0.00018119812,2.0861626e-07,0.99999064,DB00710,DB00601,1.6960144031924423e-09,0.9998094435760145
0.00019839406,1.1175871e-05,0.99943054,DB00720,DB00601,1.1297748140760428e-07,0.9992322589174814
0.00023394823,1.847744e-06,0.9999862,DB00727,DB00601,3.2284855739889435e-09,0.9997522549984856
0.0001821518,2.9802322e-07,0.9998422,DB00737,DB00601,2.87435540399974e-08,0.9996600769435541
0.001912713,0.0,0.9999642,DB00742,DB00601,6.847512540005786e-08,0.9980515554751254
0.0013825595,8.940697e-08,0.9998936,DB00747,DB00601,1.4710433079993222e-07,0.9985111876043309
0.00016143918,2.413988e-06,0.99975306,DB00753,DB00601,3.9865791109204647e-08,0.9995916606857911
0.0031589866,0.00013926625,0.9988321,DB00761,DB00601,3.6893804501399987e-06,0.9956768027804501
0.00016385317,8.1807375e-05,0.9957392,DB00763,DB00601,6.981455867359923e-07,0.9955760449755868
0.0008094907,1.7881393e-07,0.99987805,DB00796,DB00601,9.87173908650302e-08,0.9990686580173908
0.0030884743,6.2584877e-07,0.99995077,DB00802,DB00601,1.5204558978903462e-07,0.9968624477455897
0.00023528934,1.1920929e-07,0.9989394,DB00818,DB00601,2.495478740039923e-07,0.9987043602078741
0.003791839,8.940697e-08,0.9998405,DB00819,DB00601,6.047983204999207e-07,0.9960492657983205
0.0009569824,3.2782555e-07,0.9995091,DB00829,DB00601,4.697826601599625e-07,0.9985525873826602
0.00019034743,4.7683716e-07,0.99986625,DB00831,DB00601,2.545896876250829e-08,0.9996759280289687
7.978082e-05,2.6226044e-06,0.998142,DB00842,DB00601,1.482327635600021e-07,0.9980623674127634
0.0002746284,6.6161156e-06,0.99988735,DB00862,DB00601,3.0936889260013024e-08,0.9996127525368892
0.00015544891,1.1324883e-06,0.99947286,DB00869,DB00601,8.194333841739713e-08,0.9993174930333385
0.0008470118,0.0,0.9999457,DB00882,DB00601,4.599274073995901e-08,0.9990987341927408
5.3167343e-05,3.874302e-07,0.9999008,DB00883,DB00601,5.274200425598191e-09,0.9998476379312005
0.00034570694,5.4240227e-06,0.99980015,DB00884,DB00601,6.90895319590005e-08,0.999454512149532
3.501773e-05,1.1026859e-06,0.9997895,DB00906,DB00601,7.3712321650000815e-09,0.9997544896412321
0.00011590123,6.0796738e-06,0.9992447,DB00909,DB00601,8.754019901900166e-08,0.9991288863101989
0.00031459332,2.05338e-05,0.9986886,DB00921,DB00601,4.125576798479883e-07,0.9983744192376799
0.00086545944,2.2649765e-06,0.99950373,DB00949,DB00601,4.2950155628877006e-07,0.9986387000615563
0.000120043755,3.2901764e-05,0.99972105,DB00966,DB00601,3.348620545725e-08,0.9996010397312055
0.00062021613,1.4305115e-06,0.9980197,DB00979,DB00601,1.2282140022390284e-06,0.9974007120840023
7.793307e-05,1.4901161e-06,0.99880934,DB00980,DB00601,9.279178912620079e-08,0.9987314997217891
6.1541796e-05,5.9604645e-08,0.9999199,DB00985,DB00601,4.929497859601685e-09,0.9998583631334977
0.00014719367,1.1920929e-07,0.9995746,DB01002,DB00601,6.261618721800297e-08,0.9994274689461872
0.0006586313,5.5015087e-05,0.9987967,DB01005,DB00601,7.92531043290012e-07,0.9981388612310432
0.0013040006,6.020069e-06,0.9964122,DB01008,DB00601,4.678493352680039e-06,0.9951128778933527
0.0013945103,0.0,0.99999744,DB01013,DB00601,3.5699463679787985e-09,0.9986029332699463
0.0008251965,1.9967556e-06,0.9997368,DB01018,DB00601,2.1719171880001567e-07,0.9989118206917188
0.00045147538,5.453825e-06,0.99992526,DB01020,DB00601,3.374326990118287e-08,0.99947381836327
0.0039899647,1.2755394e-05,0.9998146,DB01030,DB00601,7.397394553800089e-07,0.9958253750394553
0.0002168715,2.4437904e-06,0.9975311,DB01041,DB00601,5.354340463499991e-07,0.9973147639340463
0.001555711,1.1920929e-06,0.99948716,DB01047,DB00601,7.97830829239936e-07,0.9979322468308294
0.00084349513,1.4901161e-07,0.9999463,DB01054,DB00601,4.529568848103828e-08,0.9991028501656884
0.00021708012,6.124377e-05,0.99261755,DB01062,DB00601,1.6025831318940088e-06,0.9924020724631318
0.00054496527,1.2785196e-05,0.9982105,DB01068,DB00601,9.752153506649996e-07,0.9976665099453507
0.0005696118,1.66893e-06,0.9998457,DB01071,DB00601,8.78911007400294e-08,0.9992761760911006
0.0029886663,2.4437904e-06,0.99970436,DB01077,DB00601,8.835693049321239e-07,0.9967165772693048
0.0014892519,2.413988e-06,0.9995916,DB01080,DB00601,6.082104759599635e-07,0.998102956310476
0.0055131614,1.7881393e-06,0.9999603,DB01081,DB00601,2.1887250757986694e-07,0.9944473574725076
0.0003324747,1.5616417e-05,0.99274933,DB01106,DB00601,2.410664333049005e-06,0.992419265964333
0.0012394488,1.9669533e-06,0.9985465,DB01114,DB00601,1.8015388307999956e-06,0.9973088527388307
0.0017876327,1.2636185e-05,0.99918497,DB01143,DB00601,1.456974279481089e-06,0.9973987942742794
0.00079390407,1.0430813e-06,0.996683,DB01173,DB00601,2.6333798001900116e-06,0.9958917293098002
8.183718e-05,4.172325e-07,0.99967754,DB01176,DB00601,2.6389217062801996e-08,0.999595729209217
0.0019757152,1.3113022e-06,0.99996555,DB01182,DB00601,6.80633886400379e-08,0.9979899028633886
0.0011582971,0.0013963282,0.99947786,DB01183,DB00601,6.047932477939407e-07,0.9983201676932478
0.0036180913,1.937151e-06,0.9999454,DB01192,DB00601,1.9754778498005698e-07,0.996327506247785
0.0014843941,1.2785196e-05,0.9990636,DB01194,DB00601,1.3899866352399235e-06,0.9975805958866353
0.0014735758,1.1175871e-05,0.9964278,DB01195,DB00601,5.263907472760037e-06,0.9949594881074728
0.00012403727,6.854534e-07,0.99908495,DB01196,DB00601,1.1350030391350352e-07,0.9989610262303039
8.7827444e-05,1.7017126e-05,0.9984719,DB01198,DB00601,1.3420911717640283e-07,0.9983842067651171
0.0015534759,3.5762787e-07,0.9999132,DB01202,DB00601,1.348417081200831e-07,0.9983598589417081
0.00030210614,9.328127e-06,0.99753034,DB01215,DB00601,7.460994497124122e-07,0.9972289799594496
2.026558e-05,3.874302e-07,0.9995122,DB01219,DB00601,9.885549924000775e-09,0.9994919443055499
0.00010281801,2.1457672e-05,0.99716806,DB01221,DB00601,2.911744352393977e-07,0.9970655331644352
0.0016289055,8.940697e-08,0.9999407,DB01236,DB00601,9.659409614997454e-08,0.9983118910940961
0.00085422397,1.7881393e-07,0.99997854,DB01244,DB00601,1.8331646396224498e-08,0.9991243343616464
0.0024928153,2.9802322e-07,0.9997833,DB01410,DB00601,5.401930755098968e-07,0.9972910248930755
0.0022996366,8.523464e-06,0.9997014,DB01427,DB00601,6.866714887600868e-07,0.9974024500714888
0.0012674332,4.8577785e-06,0.99962306,DB01436,DB00601,4.777462704079902e-07,0.9983561045462704
0.0010538697,4.4465065e-05,0.9959677,DB01438,DB00601,4.2495187913099884e-06,0.9949180798187913
0.00019693375,9.23872e-07,0.99931777,DB01440,DB00601,1.3435411226250117e-07,0.9991209706041123
0.008069366,1.9967556e-06,0.999884,DB01452,DB00601,9.360464560000402e-07,0.991815570046456
0.00044471025,2.3841858e-07,0.99772304,DB01544,DB00601,1.0125874508399975e-06,0.9972793423374509
0.0024463534,1.7881393e-07,0.99998176,DB01551,DB00601,4.4621486015870806e-08,0.9975354512214861
0.0007852316,2.0861626e-07,0.999017,DB01558,DB00601,7.718826627999656e-07,0.9982325402826628
0.0008416176,2.3841858e-07,0.9988124,DB01588,DB00601,9.995050617599624e-07,0.9979717819050617
0.0007196963,0.0,0.9999967,DB01589,DB00601,2.3749977900283434e-09,0.9992770060749977
0.005527705,8.940697e-08,0.999929,DB01590,DB00601,3.9246705500023905e-07,0.9944016874670549
0.0002989769,1.7881393e-07,0.9994929,DB01595,DB00601,1.5161118598999477e-07,0.9991940747111859
0.0035455227,1.4901161e-07,0.99993455,DB01708,DB00601,2.3205446071507953e-07,0.9963892593544608
0.00057271123,1.1920929e-07,0.9983934,DB02546,DB00601,9.201178621180078e-07,0.9978216088878621
2.965331e-05,8.34465e-07,0.99994814,DB04540,DB00601,1.5378206566004351e-09,0.9999184882278206
0.0001258254,7.1525574e-07,0.99997246,DB05266,DB00601,3.46523151600605e-09,0.9998466380652316
0.00095781684,6.2584877e-07,0.99937224,DB05271,DB00601,6.012790994783782e-07,0.9984150244390996
0.00016951561,1.1920929e-07,0.99896824,DB06694,DB00601,1.7489942577360815e-07,0.9987988992894257
0.004510045,8.940697e-07,0.99883026,DB06710,DB00601,5.275580038300136e-06,0.9943254905800383
0.00027891994,1.1920929e-07,0.9986831,DB06712,DB00601,3.6730966898598726e-07,0.9984045473696691
0.0015074313,1.04010105e-05,0.9994936,DB01013,DB00604,7.633632103200271e-07,0.9979869320632103
0.0070354342,1.66893e-06,0.99924433,DB00883,DB00611,5.316466561913902e-06,0.9922142122665619
0.0023676753,9.715557e-06,0.99962485,DB04540,DB00611,8.882333887949782e-07,0.9972580629333888
0.0032913387,4.643202e-05,0.9949285,DB00710,DB00612,1.6692024217050022e-05,0.9916538533242171
0.00019544363,3.4928322e-05,0.9970578,DB00630,DB00621,5.750342481860012e-07,0.9968629314042482
0.00054880977,0.0020683408,0.99509203,DB00631,DB00621,2.693541886866891e-06,0.9945459137718868
0.0002066493,5.6415796e-05,0.99957085,DB00654,DB00621,8.868354709499778e-08,0.999364289383547
0.0009172559,0.00019484758,0.99969244,DB00697,DB00621,2.821112246039858e-07,0.9987754662112246
0.0004144609,9.655952e-06,0.9997734,DB00708,DB00621,9.391683993998579e-08,0.99935903301684
0.0014708042,9.304285e-05,0.99976087,DB00709,DB00621,3.517134083459652e-07,0.9982904175134084
9.9629164e-05,2.1368265e-05,0.9998869,DB00710,DB00621,1.126805844839772e-08,0.9997872821040585
6.4998865e-05,0.00020086765,0.99968916,DB00727,DB00621,2.020424719660224e-08,0.9996241813392471
0.0021977723,1.3053417e-05,0.99937737,DB00732,DB00621,1.3683989671489063e-06,0.9971809660989672
0.0010664165,3.874302e-07,0.99939215,DB00742,DB00621,6.482212695249631e-07,0.9983263817212696
0.0058701336,0.00027641654,0.99771357,DB00780,DB00621,1.3421649567047709e-05,0.9918568580495671
0.0026773214,0.00014945865,0.9991331,DB00802,DB00621,2.32096992166001e-06,0.9964580995699217
0.0014329255,2.3752451e-05,0.9960774,DB00819,DB00621,5.620793566299997e-06,0.9946500952935663
0.0031621754,0.0005889833,0.99959147,DB00820,DB00621,1.2918435161618815e-06,0.9964305864435162
7.534027e-05,0.00016793609,0.99713725,DB00831,DB00621,2.1568035794250188e-07,0.9970621254103579
0.0006118119,0.00022503734,0.9974326,DB00862,DB00621,1.5707658720599982e-06,0.996822358865872
0.00034964085,4.351139e-06,0.99955785,DB00882,DB00621,1.545937018275105e-07,0.9992083637437018
5.8472157e-05,2.4288893e-05,0.9987019,DB00883,DB00621,7.590270700169818e-08,0.9986435037457071
0.00011089444,0.0009248853,0.99539226,DB00884,DB00621,5.109727469655968e-07,0.995281876532747
0.00024184585,4.6104193e-05,0.99650395,DB00889,DB00621,8.455051838924934e-07,0.9962629496551839
3.3408403e-05,0.0001796484,0.99778074,DB00906,DB00621,7.414193244177817e-08,0.9977474057389325
0.002503872,0.0001424253,0.99845624,DB00958,DB00621,3.865377438720013e-06,0.9959562333774387
1.23381615e-05,0.00014916062,0.9974618,DB00966,DB00621,3.131672151930056e-08,0.9974494931552215
9.6946955e-05,0.00015100837,0.99411786,DB00985,DB00621,5.702555618836981e-07,0.994021483300562
8.85427e-05,4.7773123e-05,0.9924896,DB01002,DB00621,6.649910940800026e-07,0.992401722291094
0.0005169213,0.00025638938,0.99564517,DB01018,DB00621,2.2511043848790166e-06,0.9951304998043848
0.00023514032,0.00045716763,0.9991286,DB01020,DB00621,2.0490127484799216e-07,0.9988936645812748
0.00086554885,0.0014203489,0.9950144,DB01030,DB00621,4.31528034656003e-06,0.9941531664303466
0.0005915463,3.3318996e-05,0.99910176,DB01054,DB00621,5.313505485120296e-07,0.9985107450505485
0.0004014969,0.00041890144,0.99728733,DB01071,DB00621,1.089128595722989e-06,0.9968869222285958
0.0023602247,0.00013008714,0.9992143,DB01081,DB00621,1.8544285467900007e-06,0.9968559297285469
6.604195e-05,9.62615e-06,0.99819565,DB01100,DB00621,1.1916279248250066e-07,0.9981297272127925
0.0003617704,2.0831823e-05,0.996629,DB01175,DB00621,1.2195280184000047e-06,0.9962684491280184
5.4121017e-05,0.0001373589,0.9952011,DB01176,DB00621,2.597213484813027e-07,0.9951472387043484
0.0018488765,0.0001359582,0.9990292,DB01182,DB00621,1.7948893062000913e-06,0.9971821183893061
0.0018433034,0.0003142655,0.9992942,DB01184,DB00621,1.3010035397199608e-06,0.9974521976035396
0.002544105,0.00012788177,0.9995332,DB01192,DB00621,1.1875882139999732e-06,0.996990282588214
0.0019916594,3.0308962e-05,0.9990107,DB01202,DB00621,1.970348644419942e-06,0.9970210109486445
0.0011738539,0.0011408031,0.99862206,DB01235,DB00621,1.6175002429660256e-06,0.9974498236002429
0.00046753883,3.093481e-05,0.99895984,DB01236,DB00621,4.863151894127797e-07,0.9984927874851895
6.908178e-05,6.0796738e-06,0.99901086,DB01239,DB00621,6.83315518692038e-08,0.9989418465515518
0.00025558472,2.8461218e-05,0.9994386,DB01244,DB00621,1.4348526180801155e-07,0.9991831587652618
0.00066664815,0.0003875494,0.99749297,DB01427,DB00621,1.671306911494477e-06,0.9968279931569116
0.005526662,0.00029820204,0.9988569,DB01452,DB00621,6.317527332199738e-06,0.9933365555273322
0.00068700314,2.592802e-05,0.999833,DB01551,DB00621,1.147295243800194e-07,0.9991461115895243
0.0014125407,5.364418e-07,0.99989927,DB01589,DB00621,1.4228522471099056e-07,0.9984868715852248
0.0002194643,1.1593103e-05,0.99812865,DB01608,DB00621,4.106945178050108e-07,0.9979095963945178
0.00021740794,9.894371e-06,0.9984987,DB01623,DB00621,3.263945403220084e-07,0.9982816184545402
0.0028514564,2.8908253e-05,0.99905443,DB02665,DB00621,2.696251628147861e-06,0.9962056698516283
0.0008919239,0.00049859285,0.99432576,DB04339,DB00621,5.060990270336047e-06,0.9934388970902702
0.00091299415,5.155802e-06,0.999172,DB04844,DB00621,7.559591562000465e-07,0.9982597618091561
0.00030520558,0.0012844503,0.99449927,DB05266,DB00621,1.6788534900733856e-06,0.9941957432734901
0.0033950508,9.217858e-05,0.99717593,DB06288,DB00621,9.587861112755852e-06,0.9937904670611127
0.0028368235,0.00019165874,0.9966681,DB06701,DB00621,9.452012219650154e-06,0.9938407285122196
0.00023004413,0.0002628863,0.99707377,DB00630,DB00623,6.731620345299068e-07,0.9968443990320345
0.00029796362,0.0015677214,0.99788296,DB00631,DB00623,6.308009020848044e-07,0.997585627180902
4.8339367e-05,6.80089e-05,0.99904025,DB00654,DB00623,4.639370747825179e-08,0.9989919570267074
6.362796e-05,2.142787e-05,0.9998315,DB00710,DB00623,1.072131126000101e-08,0.9997678827613112
3.090501e-05,4.211068e-05,0.9993001,DB00727,DB00623,2.1630416498999242e-08,0.9992692166204165
0.0018211305,1.3738871e-05,0.99935704,DB00732,DB00623,1.1709140662799457e-06,0.9975370804140663
0.0006543398,0.000618726,0.99958336,DB00820,DB00623,2.726241342719792e-07,0.9989292928241343
6.2048435e-05,0.0002271235,0.9979833,DB00862,DB00623,1.251330788644989e-07,0.9979213766980789
0.00038158894,2.0235777e-05,0.99824035,DB00935,DB00623,6.714629782710006e-07,0.9978594325229783
0.002997011,0.00018954277,0.9981332,DB00958,DB00623,5.5948201347998386e-06,0.9951417838201349
1.2367964e-05,7.900596e-05,0.99914694,DB00966,DB00623,1.0550615369839519e-08,0.9991345825866155
0.00021800399,8.136034e-06,0.9998919,DB01013,DB00623,2.356623131901207e-08,0.9996739195762312
0.00015836954,4.3600798e-05,0.99872404,DB01054,DB00623,2.0207319825839446e-07,0.9985658725331983
0.00019353628,9.2208385e-05,0.99853706,DB01182,DB00623,2.831319654632046e-07,0.9983438068519654
6.586313e-05,1.9341707e-05,0.99873316,DB01244,DB00623,8.343804760919943e-08,0.9986673803080476
0.0007468164,8.738041e-05,0.99804795,DB01708,DB00623,1.4578229536199872e-06,0.9973025914229536
6.237626e-05,0.0004069805,0.9974313,DB05266,DB00623,1.6022589906199873e-07,0.9973690839658991
1.6123056e-05,9.536743e-07,0.994496,DB00654,DB00628,8.874130022399926e-08,0.9944799656853003
0.00026631355,9.268522e-06,0.99048007,DB00669,DB00628,2.5352863540514877e-06,0.9902162917363542
0.0001796484,2.3841858e-06,0.99833405,DB00709,DB00628,2.992852519800049e-07,0.998154700885252
1.50203705e-05,7.1525574e-07,0.999107,DB00710,DB00628,1.3413190856500491e-08,0.9990919930426908
7.599592e-06,1.4036894e-05,0.9978372,DB00727,DB00628,1.6436397577600154e-08,0.9978296168443975
0.0012429059,2.0861626e-07,0.99960405,DB00732,DB00628,4.92128591105042e-07,0.9983616362285911
0.00013032556,0.0,0.99855137,DB00742,DB00628,1.887935159827936e-07,0.998421233233516
0.00024136901,1.7046928e-05,0.9980725,DB00820,DB00628,4.65238766774993e-07,0.9978315962287667
0.00021836162,3.5762787e-07,0.99414015,DB00882,DB00628,1.279566338957e-06,0.993923067946339
0.00010097027,1.0728836e-06,0.99230886,DB00935,DB00628,7.76576482407804e-07,0.9922086663064824
0.00089117885,4.261732e-06,0.99607897,DB00958,DB00628,3.494339006215493e-06,0.9951912854890063
0.0002040863,2.3841858e-07,0.9998327,DB01013,DB00628,3.414363798999619e-08,0.999628647843638
7.998943e-05,7.1525574e-07,0.99796,DB01054,DB00628,1.6317843720000333e-07,0.9978801737484372
0.000436306,2.592802e-06,0.9981084,DB01184,DB00628,8.253164295999971e-07,0.9976729193164297
3.7938356e-05,3.874302e-07,0.99896455,DB01244,DB00628,3.9283270720201855e-08,0.9989266509272707
0.0007586181,3.874302e-07,0.9974592,DB01288,DB00628,1.9274968684800075e-06,0.9967025093968684
0.00042283535,7.1525574e-07,0.99729335,DB01590,DB00628,1.1444673000775139e-06,0.9968716591173
0.0006581843,0.00039985776,0.9976891,DB00631,DB00630,1.520998098870003e-06,0.9970324366980989
0.00021708012,0.00014668703,0.9977919,DB00643,DB00630,4.7933461297201e-07,0.997575299214613
