pMines1,p0,p1,i,j,deg,enh
0.007664919,6.9737434e-06,0.9997214,DB00601,DB00186,2.135446433400136e-06,0.9920586164464333
0.0014287829,0.0001385808,0.99776804,DB00630,DB00186,3.188986281484047e-06,0.9963424460862814
0.0027734041,0.0010450184,0.9990162,DB00631,DB00186,2.728474953579942e-06,0.9962455243749535
0.0004581809,4.6908855e-05,0.9998605,DB00654,DB00186,6.391623554998127e-08,0.9994023830162355
0.00023666024,3.761053e-05,0.9999308,DB00710,DB00186,1.6376888607997985e-08,0.9996941561368886
0.00027135015,5.7786703e-05,0.99987656,DB00727,DB00186,3.3495462515993134e-08,0.9996052433454625
0.0025996566,3.874302e-07,0.9998531,DB00742,DB00186,3.818895545398696e-07,0.9972538252895546
0.00051656365,0.0005685091,0.99943626,DB00862,DB00186,2.91207592051018e-07,0.998919987557592
0.00044083595,5.5015087e-05,0.9990398,DB00869,DB00186,4.2329067918998526e-07,0.9985993873406792
0.0012359023,1.1503696e-05,0.99978524,DB00882,DB00186,2.654223779479759e-07,0.998549603122378
0.00056165457,0.00048014522,0.9984678,DB00884,DB00186,8.605671321539908e-07,0.9979070059971321
9.679794e-05,8.061528e-05,0.99970686,DB00966,DB00186,2.8375348131602423e-08,0.9996100904353482
0.0035794675,5.990267e-06,0.9999793,DB01013,DB00186,7.409497724994494e-08,0.9963999065949772
0.0013932288,0.0025217533,0.9971782,DB01020,DB00186,3.93141302783998e-06,0.9957889026130278
0.0018766224,2.4557114e-05,0.9998057,DB01054,DB00186,3.646277323199636e-07,0.9979294422277324
0.00032752752,0.00015851855,0.9992554,DB01071,DB00186,2.438769913919948e-07,0.9989281163569914
0.002518922,0.0008044839,0.9959123,DB01143,DB00186,1.0296597459400068e-05,0.9934036745974594
0.0019476712,0.00031465292,0.99968994,DB01182,DB00186,6.038949322720017e-07,0.9977428726949323
0.0010958612,1.4960766e-05,0.99974763,DB01244,DB00186,2.765624910440019e-07,0.998652045362491
3.5226345e-05,0.00013118982,0.9997392,DB04540,DB00186,9.187030775998238e-09,0.9997039828420309
0.00019305944,0.000104010105,0.999766,DB05266,DB00186,4.51759089599916e-08,0.999572985735909
0.0005476773,3.4719706e-05,0.99679047,DB06694,DB00186,1.7577867246690087e-06,0.9962445504867246
0.0009010434,5.939603e-05,0.9971336,DB01013,DB00198,2.582750801760042e-06,0.9962351393508018
0.0040174127,0.0001348257,0.99651736,DB01589,DB00198,1.3991202165527927e-05,0.9925139385021655
0.0046715736,0.0004605353,0.9999044,DB00261,DB00202,4.4660243615987613e-07,0.9952332730024361
0.0010475218,0.00018078089,0.99987864,DB00275,DB00202,1.2712724564795735e-07,0.9988312453272457
0.008137256,0.0013166964,0.99919283,DB00341,DB00202,6.568148925519742e-06,0.9910621421489255
0.0045408607,0.0004388392,0.9999715,DB00350,DB00202,1.2941452994994037e-07,0.99543076871453
0.0075851977,0.0008278489,0.9997318,DB00361,DB00202,2.0343500231403924e-06,0.9921486366500231
0.004201323,0.0010145009,0.9981795,DB00395,DB00202,7.648508521500012e-06,0.9939858255085215
0.003632158,0.00015181303,0.99990106,DB00399,DB00202,3.5936571251997026e-07,0.9962692613657125
0.002666086,1.0341406e-05,0.9999237,DB00401,DB00202,2.0342236180007762e-07,0.9972578174223619
0.004941672,0.00076159835,0.9997052,DB00402,DB00202,1.4568049056001951e-06,0.9947649848049056
0.0033015013,0.00051754713,0.9999107,DB00408,DB00202,2.948240660898642e-07,0.9966094935240661
0.0025350451,4.172325e-05,0.9995911,DB00423,DB00202,1.036579941390115e-06,0.9970570914799414
0.005232662,0.004579246,0.999769,DB00437,DB00202,1.2087449219999016e-06,0.994537546744922
0.0033772886,0.0026955307,0.99832106,DB00442,DB00202,5.67026492208406e-06,0.994949441664922
0.0017253458,1.4603138e-06,0.99990207,DB00450,DB00202,1.689631141940411e-07,0.9981768931631142
0.0058332384,0.010467887,0.9987112,DB00513,DB00202,7.517877649919877e-06,0.9928854794776499
0.003978312,0.00078833103,0.99973726,DB00528,DB00202,1.0452616948801555e-06,0.9957599932616948
0.00042116642,7.352233e-05,0.99998736,DB00556,DB00202,5.323543548803454e-09,0.9995661989035435
0.0070170164,0.00018697977,0.9993572,DB00557,DB00202,4.510538141920382e-06,0.9923446941381419
0.007617563,0.00055870414,0.99969536,DB00621,DB00202,2.32061439231975e-06,0.9920801176143923
0.0054916143,3.543496e-05,0.99914396,DB00628,DB00202,4.701041505371708e-06,0.9936570467415055
0.0074573457,0.00010189414,0.99976647,DB00630,DB00202,1.7415139413212782e-06,0.9923108658139412
0.0064933896,6.490946e-05,0.9999932,DB00654,DB00202,4.415504927982788e-08,0.9934998545550493
0.0039103925,7.9363585e-05,0.9999781,DB00710,DB00202,8.56375957500748e-08,0.9960677931375957
0.006813526,0.0006611347,0.9990729,DB00720,DB00202,6.3168199545997175e-06,0.9922656908199546
0.0030164123,0.0002539754,0.99998295,DB00727,DB00202,5.142982971488818e-08,0.9969665891298297
0.00039476156,0.0005207658,0.99958056,DB00753,DB00202,1.6557878872641922e-07,0.9991859640187887
0.005587131,0.00023692846,0.9997541,DB00831,DB00202,1.373875512900118e-06,0.9941683428755129
0.004707247,0.0015423596,0.99772865,DB00842,DB00202,1.0691805473450027e-05,0.9930320948054734
0.0046899915,0.0035471022,0.99939215,DB00862,DB00202,2.8508113332748374e-06,0.9947050093113332
0.0061155558,0.0017939806,0.9966786,DB00869,DB00202,2.0312207034120182e-05,0.9905833564070341
0.0019038618,0.00021162629,0.9999318,DB00883,DB00202,1.2984337475992904e-07,0.9980280680433747
0.009715468,0.0012293458,0.99974567,DB00884,DB00202,2.4709349764397017e-06,0.9900326729349764
0.0026879013,0.0001873076,0.99985313,DB00889,DB00202,3.9477206393105687e-07,0.9971656234720639
0.0006085932,0.0006118715,0.9997656,DB00906,DB00202,1.426542460799805e-07,0.9991571494542462
0.0026469529,0.0010405183,0.9994379,DB00909,DB00202,1.487852225090026e-06,0.996792434952225
0.0011937618,7.882714e-05,0.99993944,DB00966,DB00202,7.229421460798483e-08,0.9987457504942147
0.001558423,0.00056257844,0.9991167,DB00980,DB00202,1.3765550359000487e-06,0.9975596535550358
0.0012825727,6.005168e-05,0.9999169,DB00985,DB00202,1.0658179137000336e-07,0.9986344338817914
0.002901584,6.556511e-05,0.9999052,DB01002,DB00202,2.750701631998563e-07,0.9970038910701633
0.004445255,0.0004351735,0.9999715,DB01020,DB00202,1.2668976749994164e-07,0.9955263716897674
0.004532695,0.00043806434,0.9997959,DB01047,DB00202,9.251230495001829e-07,0.9952641301230495
0.0025765896,0.019224435,0.99279284,DB01085,DB00202,1.8569893501535974e-05,0.9902348202935016
0.0023689568,4.798174e-06,0.99992585,DB01100,DB00202,1.7565814671998827e-07,0.9975570688581467
0.002402544,0.00017479062,0.9995861,DB01176,DB00202,9.94412961599921e-07,0.9971845504129617
0.00035184622,0.0003362298,0.99909234,DB01219,DB00202,3.1935674004519186e-07,0.9987408131367401
0.003138572,1.257658e-05,0.9999391,DB01239,DB00202,1.9113903480009532e-07,0.9968007191390348
0.0035014153,0.00047832727,0.99964416,DB01440,DB00202,1.2459436203519865e-06,0.9961439906436204
0.00012591481,0.00044050813,0.9999465,DB04540,DB00202,6.736442335004989e-09,0.9998205919264422
0.00067949295,0.00010496378,0.9999873,DB05266,DB00202,8.629560464984112e-09,0.9993078156795605
0.0017340481,1.6570091e-05,0.999876,DB06694,DB00202,2.150219644000225e-07,0.9981421669219643
0.004930258,4.3153763e-05,0.9998362,DB06712,DB00202,8.075762604002329e-07,0.9949067495762604
0.0044754148,1.0728836e-05,0.9990089,DB00883,DB00204,4.4355836082801004e-06,0.9945379207836083
0.0020175576,1.6361475e-05,0.9988848,DB00906,DB00204,2.249980235519965e-06,0.9968694923802356
0.005822152,6.0528517e-05,0.9980687,DB00909,DB00204,1.124432215759982e-05,0.9922577923221576
0.0043550134,1.1444092e-05,0.99983907,DB00966,DB00204,7.008523064617737e-07,0.9954847574523065
0.0032071173,2.7149916e-05,0.99487305,DB00980,DB00204,1.644273004123488e-05,0.9916823754300412
0.0031868815,1.66893e-06,0.9996097,DB00985,DB00204,1.2438398494498553e-06,0.9964240623398495
0.0016981363,6.67572e-06,0.9982687,DB01219,DB00204,2.939983376189985e-06,0.9965735036833762
0.0067576766,3.6150217e-05,0.9997255,DB04540,DB00204,1.8549822266996983e-06,0.9929696783822267
0.008841366,1.3053417e-05,0.9998702,DB05266,DB00204,1.1476093067996263e-06,0.9910299816093069
0.0013637841,0.009403646,0.9975842,DB00350,DB00209,3.2946296287799565e-06,0.9962237105296288
0.0009949505,0.006143987,0.9947374,DB00399,DB00209,5.236026501300006e-06,0.9937476855265013
0.0018652081,0.034771025,0.9934125,DB00437,DB00209,1.228705835874994e-05,0.9915595789583588
0.00033080578,1.6897917e-05,0.99125695,DB00450,DB00209,2.8922514748289918e-06,0.9909290364714749
0.002029717,0.0078084767,0.99873924,DB00512,DB00209,2.558986004919943e-06,0.9967120819860049
4.4882298e-05,0.00045269728,0.9986732,DB00556,DB00209,5.954983298639826e-08,0.998628377251833
0.0010895133,0.0036591291,0.9982938,DB00697,DB00209,1.8589275924599902e-06,0.9972061456275925
0.0016793609,0.0011826456,0.997902,DB00710,DB00209,3.5232991682000744e-06,0.9962261623991682
0.0002964735,0.0013027787,0.9975058,DB00727,DB00209,7.394642037000007e-07,0.9972100659642037
6.0796738e-05,0.00203076,0.9911877,DB00966,DB00209,5.357590942773997e-07,0.9911274390210943
0.006175071,6.54459e-05,0.99964917,DB01013,DB00209,2.1664001589301494e-06,0.9934762654001589
0.0020958781,0.0007503927,0.99578565,DB01054,DB00209,8.832763870735069e-06,0.9936986046638707
0.00018039346,1.7672777e-05,0.99218583,DB01100,DB00209,1.4096251633281915e-06,0.9920068461651634
0.0009754896,0.00035497546,0.99804115,DB01244,DB00209,1.910837802959958e-06,0.997067571237803
0.0052737296,2.6881695e-05,0.99819803,DB04844,DB00209,9.503102527312219e-06,0.9929338035025272
0.0072768033,0.0015706122,0.9990476,DB00512,DB00211,6.930427462919741e-06,0.9917777271274629
0.0008094907,0.0001219511,0.9946672,DB00556,DB00211,4.316852004960021e-06,0.9938620261520049
0.003523022,0.00018829107,0.99658716,DB00261,DB00214,1.2023510402479902e-05,0.9930761615104026
0.001534164,3.093481e-05,0.9943176,DB00292,DB00214,8.717733513599964e-06,0.9927921537335137
0.0060590208,5.5253506e-05,0.99964106,DB00399,DB00214,2.1748249259521807e-06,0.9935842140249259
0.00083839893,6.425381e-05,0.9993216,DB00408,DB00214,5.687698341119731e-07,0.9984837698398341
0.0038140714,7.5906515e-05,0.99810326,DB00434,DB00214,7.234301787235818e-06,0.9942964229017873
0.00023511052,2.0861626e-07,0.99689245,DB00450,DB00214,7.306176964259903e-07,0.9966580700976965
0.0030603707,0.0003682375,0.99963546,DB00512,DB00214,1.1156275349779045e-06,0.9965762049275351
0.002904296,7.507205e-05,0.99426925,DB00543,DB00214,1.6643794302000017e-05,0.991381597794302
0.00019013882,3.4868717e-06,0.9998025,DB00556,DB00214,3.75524169499927e-08,0.999612398732417
0.005573511,1.6242266e-05,0.9967179,DB00630,DB00214,1.8292820453099747e-05,0.9911626818204531
0.0041693747,0.0002398789,0.9992693,DB00710,DB00214,3.0465620932898875e-06,0.9951029718620933
0.0004721582,6.404519e-05,0.9970464,DB00831,DB00214,1.3945664595200002e-06,0.9965756363664595
0.00020256639,2.592802e-06,0.99862146,DB00985,DB00214,2.7924587127060794e-07,0.9984191728558712
0.00016275048,1.2516975e-06,0.9984832,DB01100,DB00214,2.4685992806399755e-07,0.998320696379928
0.0058065355,6.324053e-05,0.999526,DB01182,DB00214,2.752297826999852e-06,0.993722216797827
0.00015765429,2.4676323e-05,0.993465,DB01219,DB00214,1.0302707851499934e-06,0.9933083759807851
0.0019330084,1.8060207e-05,0.99802315,DB01236,DB00214,3.821267655540058e-06,0.9960939628676555
0.0010234714,6.2584877e-07,0.99848497,DB01239,DB00214,1.550589875141972e-06,0.9974630491898752
0.001855731,1.4007092e-06,0.9982433,DB01623,DB00214,3.259962647700103e-06,0.9963908289626476
0.003514707,3.874302e-07,0.99971044,DB04844,DB00214,1.0177185589200775e-06,0.9961967507185588
0.0008328259,4.196167e-05,0.99972,DB05266,DB00214,2.3319125199995582e-07,0.998887407291252
0.0036512017,4.172325e-07,0.99958766,DB06288,DB00214,1.5055365089780403e-06,0.995937963836509
0.0021252036,0.0007175207,0.99774337,DB00261,DB00216,4.795798199867961e-06,0.9956229621981999
0.0003633499,0.0003233552,0.9969752,DB00275,DB00216,1.099060777520018e-06,0.9966129491607775
0.0011092722,0.00017419457,0.9986347,DB00292,DB00216,1.5144893346600152e-06,0.9975269422893346
0.0026480556,0.0014826059,0.99384975,DB00296,DB00216,1.6286203953900063e-05,0.9912179806039538
0.0040417016,0.00029549003,0.9991996,DB00346,DB00216,3.2349779606401393e-06,0.9951611333779606
0.00096845627,0.0013167262,0.99964505,DB00350,DB00216,3.437535530364661e-07,0.9986769374835531
0.0033999681,0.00037497282,0.9980695,DB00356,DB00216,6.5636384170498175e-06,0.9946760955384171
0.00026205182,0.0014380217,0.9972314,DB00366,DB00216,7.255166688520026e-07,0.9969700736966688
0.00046786666,0.0005030334,0.9992198,DB00399,DB00216,3.6502956813200405e-07,0.9987522983695681
0.00059610605,0.00030574203,0.9982281,DB00402,DB00216,1.0562403099950288e-06,0.9976330501903099
0.001080662,4.61936e-05,0.99889815,DB00413,DB00216,1.1907274246999565e-06,0.9978186787274247
0.00026139617,1.513958e-05,0.9986374,DB00423,DB00216,3.561784212419978e-07,0.9983763600084212
0.0041220486,0.00019153953,0.99857783,DB00434,DB00216,5.862253857462002e-06,0.9944616436538575
0.002042234,0.0055812597,0.99787986,DB00437,DB00216,4.329821992760098e-06,0.9958419558219926
0.001300782,0.0011436641,0.9997359,DB00512,DB00216,3.4353652619998614e-07,0.9984354615365263
0.0003848374,0.00012218952,0.9992331,DB00528,DB00216,2.9513180206000566e-07,0.9988485577318021
6.559491e-05,2.7358532e-05,0.99988806,DB00556,DB00216,7.342694225402137e-09,0.9998224724326942
0.0009215474,9.3489885e-05,0.9954823,DB00557,DB00216,4.163274688979961e-06,0.9945649158746891
0.004380107,8.657575e-05,0.99882185,DB00591,DB00216,5.160423062049952e-06,0.9944469034230621
0.00075891614,1.2665987e-05,0.99353945,DB00628,DB00216,4.903015668277007e-06,0.9927854368756682
0.0015524924,0.00013256073,0.9965096,DB00630,DB00216,5.418819472960008e-06,0.9949625264194729
0.0032539964,0.00055179,0.99762,DB00633,DB00216,7.74451143200016e-06,0.994373748111432
0.0013158023,4.968047e-05,0.99963117,DB00654,DB00216,4.853073623089824e-07,0.9983158530073624
0.004772842,0.0004005134,0.9998944,DB00697,DB00216,5.040121152001861e-07,0.9951220620121151
0.009003401,9.903312e-05,0.999404,DB00708,DB00216,5.3660269960003685e-06,0.990405965026996
0.0034276545,0.0007985234,0.9986954,DB00710,DB00216,4.471718060699963e-06,0.9952722172180607
0.00060147047,0.00044381618,0.9997088,DB00727,DB00216,1.7514820086402825e-07,0.9991075046782008
0.00049233437,3.400445e-05,0.9973489,DB00737,DB00216,1.3052276483070085e-06,0.9968578708576483
7.328391e-05,0.00020492077,0.9958501,DB00753,DB00216,3.0412089810900295e-07,0.995777120210898
0.00057065487,1.5616417e-05,0.99066174,DB00818,DB00216,5.328923546326224e-06,0.9900964140535463
0.0062355995,8.672476e-06,0.99764293,DB00819,DB00216,1.4697744513464758e-05,0.9914220282445135
0.00043076277,0.0024874806,0.99798846,DB00862,DB00216,8.664965423658146e-07,0.9975585637265424
0.00088751316,0.00031870604,0.9968432,DB00869,DB00216,2.8017015434879642e-06,0.9959584885415436
0.00077962875,0.0003876984,0.99336725,DB00883,DB00216,5.171082591562473e-06,0.9925927923325916
0.00011101365,0.0006560087,0.9917804,DB00906,DB00216,9.124877975399992e-07,0.9916702988377976
0.00015243888,1.1593103e-05,0.9993632,DB00985,DB00216,9.707307878399892e-08,0.9992108581930788
0.00031861663,3.85046e-05,0.9978044,DB01002,DB00216,6.995546728279886e-07,0.9974864829246729
0.007810116,5.0365925e-06,0.9999477,DB01013,DB00216,4.0846906680004e-07,0.9921379924690668
0.0026252866,0.00011628866,0.9990094,DB01018,DB00216,2.6006089059598757e-06,0.996386714008906
0.0009586513,0.0005391538,0.9992413,DB01020,DB00216,7.27328741310001e-07,0.9982833760287414
0.000800848,0.00017982721,0.9989126,DB01071,DB00216,8.708421151999684e-07,0.9981126228421152
0.0007855594,0.00042548776,0.99306935,DB01080,DB00216,5.444437255610031e-06,0.9922892350372555
0.0042398274,0.0003207922,0.99925405,DB01081,DB00216,3.16269924902998e-06,0.9950173852992491
0.0019530952,7.733703e-05,0.9969571,DB01114,DB00216,5.943073384079921e-06,0.9950099478733841
0.00027897954,8.881092e-05,0.99224263,DB01176,DB00216,2.164147514209796e-06,0.9919658146075142
0.0068900585,0.0002925694,0.9982811,DB01202,DB00216,1.1843321555649778e-05,0.9914028848215557
0.00014290214,0.0002886355,0.9917555,DB01219,DB00216,1.1781566932299982e-06,0.9916137760166932
0.0026779175,4.4375658e-05,0.99869335,DB01236,DB00216,3.4991009013749055e-06,0.9960189316009014
0.0023682415,0.0012887716,0.99508154,DB01436,DB00216,1.1648101088089899e-05,0.9927249466010881
0.00075504184,0.00020438433,0.9917718,DB01440,DB00216,6.212635267888015e-06,0.9910229707952679
0.009439647,3.8444996e-06,0.9999199,DB01589,DB00216,7.561157247002585e-07,0.9904810091157247
0.0041798055,2.4735928e-06,0.9998186,DB04844,DB00216,7.582167176999926e-07,0.9956395527167178
0.00050136447,0.00011011958,0.9995909,DB05266,DB00216,2.051082046770256e-07,0.9990897406382045
0.0014983714,1.770258e-05,0.9969713,DB05271,DB00216,4.5381174591799925e-06,0.9954774667174592
0.0008351803,4.029274e-05,0.9957415,DB06694,DB00216,3.556615307550045e-06,0.9949098763153076
5.0514936e-05,9.179115e-05,0.9976432,DB00275,DB00218,1.190536011648024e-07,0.9975928041176012
0.0009972155,0.00012618303,0.99657655,DB00292,DB00218,3.4139174034749947e-06,0.9955827484174035
0.00028958917,0.00095537305,0.99940383,DB00350,DB00218,1.7264437547890203e-07,0.9991144134743755
0.0019847155,0.00053322315,0.99705476,DB00356,DB00218,5.845463479219921e-06,0.9950758899634793
0.0018993616,0.006527394,0.99275887,DB00377,DB00218,1.3753524262608076e-05,0.9908732619242625
0.0043691695,0.00015628338,0.9974849,DB00381,DB00218,1.0988898209449966e-05,0.9931267193982095
9.530783e-05,0.00014188886,0.99836886,DB00399,DB00218,1.5546041382619766e-07,0.9982737076304139
5.865097e-05,1.9073486e-06,0.9989203,DB00401,DB00218,6.332545230900099e-08,0.9988617123554523
0.00013956428,0.00077599287,0.9965802,DB00408,DB00218,4.772819247439962e-07,0.9964411130019248
0.00078621507,5.760789e-05,0.9981164,DB00413,DB00218,1.4809147058519885e-06,0.9973316658447059
0.0038527846,0.00013756752,0.9953325,DB00434,DB00218,1.7982872120500178e-05,0.9914976982721204
0.000538826,0.006161779,0.99778146,DB00437,DB00218,1.1954070340399951e-06,0.997243829407034
0.00017395616,0.0006790757,0.99981606,DB00512,DB00218,3.199749607039888e-08,0.9996421358374961
0.0036883056,4.249811e-05,0.99752915,DB00519,DB00218,9.11324989176009e-06,0.9938499576498917
0.003326714,0.00020965934,0.9998132,DB00523,DB00218,6.214301752001414e-07,0.9964871074301752
0.00013661385,7.909536e-05,0.9989401,DB00528,DB00218,1.4479701961500033e-07,0.9988036309470196
0.0022175312,1.5288591e-05,0.9991186,DB00555,DB00218,1.9545319996800715e-06,0.9969030233319996
0.0007697046,9.089708e-06,0.99844503,DB00575,DB00218,1.196867561862034e-06,0.9976765222675618
0.0026358366,3.2186508e-06,0.99898994,DB00601,DB00218,2.662353116196092e-06,0.9963567657531162
0.0007458329,0.0002568066,0.9920447,DB00621,DB00218,5.9333244693699985e-06,0.9913048004244694
0.00027054548,1.7434359e-05,0.9977078,DB00630,DB00218,6.20144349255991e-07,0.9974378746643492
0.0009586513,0.0020370185,0.9945085,DB00631,DB00218,5.264433613949984e-06,0.993555113133614
0.0011599958,0.00022861362,0.9955193,DB00633,DB00218,5.197593181060005e-06,0.994364501793181
0.00025233626,2.554059e-05,0.99969107,DB00654,DB00218,7.795424080179623e-08,0.9994388116942409
0.0010416806,1.8507242e-05,0.9998039,DB00708,DB00218,2.042735656600337e-07,0.9987624236735656
0.0014795661,8.481741e-05,0.99962264,DB00709,DB00218,5.5832906349599e-07,0.9981436322290635
0.00019684434,0.00041159987,0.99940896,DB00727,DB00218,1.1634287871359747e-07,0.9992122320028787
0.00081035495,2.682209e-07,0.9994873,DB00742,DB00218,4.154689828650264e-07,0.9986773605189828
0.0024552941,0.000112086535,0.9987645,DB00802,DB00218,3.0335158605498648e-06,0.9963122394158606
